letter,font,scale_y_letter,scale_y_font,min_x,min_y,max_x,max_y
G,MalayalamSangamMN,1.398601399,1.450327477,408,415,581,622
G,Marion-Regular,1.449275362,1.481397248,407,403,607,608
G,MarkerFelt-Thin,1.19047619,1.175298302,446,410,560,607
G,Menlo-Regular,1.324503311,1.359633448,431,425,564,630
G,MesquiteStd,1.307189542,1.303533068,469,401,537,601
G,MicrosoftSansSerif,1.351351351,1.384324744,405,426,589,631
G,MinionPro-Regular,1.481481481,1.504111734,405,409,600,614
G,Monaco,1.242236025,1.297086098,436,427,559,635
G,MonotypeGurmukhi,1.315789474,1.357285039,415,417,574,622
G,Montserrat-Regular,1.398601399,1.421263326,404,437,583,639
G,Mshtakan,1.459854015,1.484788007,400,433,601,637
G,MshtakanBold,1.418439716,1.443884217,398,430,605,634
G,MshtakanBoldOblique,1.428571429,1.460703649,401,431,600,636
G,MshtakanOblique,1.459854015,1.503372519,406,434,608,640
G,Muna,1.315789474,1.357285039,415,399,574,604
G,MunaBlack,1.315789474,1.357285039,411,399,579,604
G,MunaBold,1.315789474,1.357285039,411,399,579,604
G,MyanmarMN,1.481481481,1.517378862,397,447,596,652
G,MyanmarSangamMN,1.398601399,1.450327477,408,431,581,638
G,MyriadArabic-Regular,2.040816327,2.058044128,415,439,578,641
G,MyriadHebrew-Regular,1.449275362,1.470704313,415,410,578,612
G,MyriadPro-Regular,1.449275362,1.471506347,415,410,578,612
G,Nadeem,1.315789474,1.357285039,415,424,574,629
G,NewPeninimMT,1.315789474,1.357285039,415,398,574,603
G,Noteworthy-Light,1.142857143,1.125474972,437,449,562,647
G,NotoNastaliqUrdu,1.315789474,1.357285039,415,558,574,763
G,NuevaStd-Cond,1.587301587,1.599716912,444,409,563,611
G,OCRAStd,1.290322581,1.290004454,436,400,563,600
G,Optima-Regular,1.408450704,1.423112574,406,432,590,635
G,OratorStd,1.459854015,1.481003851,446,398,553,601
G,OriyaMN,1.481481481,1.517378862,397,434,596,639
G,OriyaSangamMN,1.19760479,1.24021996,407,428,581,635
G,PTMono-Regular,1.379310345,1.412577162,430,424,565,629
G,PTSans-Regular,1.379310345,1.40528931,429,426,570,630
G,PTSerif-Regular,1.379310345,1.395899657,418,443,591,645
G,Palatino-Roman,1.388888889,1.408397709,400,416,598,619
G,Papyrus,1.481481481,1.474158176,401,446,594,645
G,Phosphate-Inline,1.428571429,1.487611505,402,437,597,646
G,PingFangHK-Regular,1.351351351,1.391330364,407,445,586,651
G,PingFangSC-Regular,1.351351351,1.391330364,407,445,586,651
G,PingFangTC-Regular,1.351351351,1.391330364,407,445,586,651
G,PlantagenetCherokee,1.418439716,1.431334656,404,402,601,603
G,PoplarStd,1.324503311,1.335955608,438,402,562,603
G,PrestigeEliteStd-Bd,1.6,1.642658376,420,406,590,611
G,Raanana,1.459854015,1.484788007,400,407,601,611
G,RaananaBold,1.418439716,1.443884217,398,405,605,609
G,Roboto-Regular,1.369863014,1.392625746,421,428,574,632
G,Rockwell-Regular,1.315789474,1.328011744,398,392,601,594
G,RosewoodStd-Regular,1.315789474,1.328300786,435,413,589,615
G,STHeitiSC-Medium,1.307189542,1.347612508,396,398,606,605
G,STHeitiTC-Medium,1.307189542,1.347612508,396,398,606,605
G,STIXGeneral-Regular,1.449275362,1.484381136,402,456,603,661
G,STIXIntegralsD-Regular,1.315789474,1.357285039,415,595,574,800
G,STIXIntegralsSm-Regular,1.315789474,1.357285039,415,442,574,647
G,STIXIntegralsUp-Regular,1.315789474,1.357285039,415,442,574,647
G,STIXIntegralsUpD-Regular,1.315789474,1.357285039,415,595,574,800
G,STIXIntegralsUpSm-Regular,1.315789474,1.357285039,415,442,574,647
G,STIXNonUnicode-Regular,1.315789474,1.357285039,415,496,574,701
G,STIXSizeFiveSym-Regular,1.315789474,1.357285039,415,430,574,635
G,STIXSizeFourSym-Regular,1.315789474,1.357285039,415,652,574,857
G,STIXSizeOneSym-Regular,1.315789474,1.357285039,415,515,574,720
G,STIXSizeThreeSym-Regular,1.315789474,1.357285039,415,652,574,857
G,STIXSizeTwoSym-Regular,1.315789474,1.357285039,415,583,574,788
G,STIXVariants-Regular,1.315789474,1.357285039,415,442,574,647
G,STSong,1.538461538,1.529925851,396,419,613,618
G,STSongti-SC-Regular,1.538461538,1.529925851,395,450,613,649
G,Sana,1.315789474,1.357285039,415,401,574,606
G,Sathu,1.25,1.298598776,423,415,571,623
G,SavoyeLetPlain,1.176470588,1.471140498,433,409,569,660
G,Seravek,1.449275362,1.471667718,412,436,578,639
G,ShreeDev0714,1.298701299,1.344704084,411,421,584,629
G,SignPainter-HouseScript,1.5625,1.56017636,432,415,589,615
G,Silom,1.342281879,1.336994856,433,428,566,628
G,SinhalaMN,1.481481481,1.517378862,397,434,596,639
G,SinhalaSangamMN,1.398601399,1.450327477,407,446,580,653
G,Skia-Regular,1.503759398,1.501613838,417,419,576,618
G,SnellRoundhand,1.226993865,1.334622192,425,412,641,630
G,StencilStd,1.290322581,1.327682022,413,397,585,603
G,SukhumvitSet-Medium,1.449275362,1.472849679,418,461,574,665
G,Superclarendon-Regular,1.290322581,1.330767393,392,429,609,635
G,Symbol,1.315789474,1.357285039,415,394,574,599
G,Tahoma,1.333333333,1.35818516,417,435,577,640
G,TamilMN,1.481481481,1.517378862,397,434,596,639
G,TamilSangamMN,1.398601399,1.450327477,408,407,581,614
G,TektonPro-Bold,1.470588235,1.50678574,407,402,592,608
G,TeluguMN,1.481481481,1.517378862,397,434,596,639
G,TeluguSangamMN,1.298701299,1.349660484,407,430,581,638
G,Thonburi,1.242236025,1.297495346,424,438,571,646
G,Times-Roman,1.459854015,1.484788007,400,412,601,616
G,TimesNewRomanPS-BoldMT,1.438848921,1.482880242,396,431,611,637
G,TimesNewRomanPSMT,1.449275362,1.482508729,403,431,603,637
G,TrajanPro-Regular,1.27388535,1.281950371,406,399,597,600
G,Trattatello,1.739130435,1.615598282,420,503,584,689
G,Trebuchet-BoldItalic,1.351351351,1.37166371,418,429,584,632
G,TrebuchetMS,1.351351351,1.375560028,417,429,572,633
G,Verdana,1.333333333,1.35818516,410,435,586,640
G,Waseem,1.315789474,1.357285039,415,420,574,625
G,WaseemLight,1.315789474,1.357285039,415,420,574,625
G,Webdings,1.204819277,1.261447211,374,441,625,651
G,Wingdings-Regular,1.298701299,1.469388249,443,411,555,638
G,Wingdings2,1.290322581,1.618312702,448,390,552,642
G,Wingdings3,1.388888889,1.899762496,363,402,637,676
G,Yantramanav-Regular,1.526717557,1.556239946,421,444,573,648
G,ZapfDingbatsITC,1.315789474,1.357285039,415,410,574,615
G,Zapfino,0.566572238,0.787688138,431,474,639,753
H,ACaslonPro-Regular,1.398601399,1.358742545,393,406,605,600
H,AGaramondPro-Regular,1.503759398,1.452846117,394,413,605,606
H,AdobeArabic-Regular,2.173913043,2.103309865,390,462,608,657
H,AdobeDevanagari-Regular,1.666666667,1.616004432,397,422,602,616
H,AdobeFanHeitiStd-Bold,1.307189542,1.294155249,429,415,570,613
H,AdobeFangsongStd-Regular,1.360544218,1.32935918,412,421,588,617
H,AdobeGothicStd-Bold,1.307189542,1.289151574,428,415,572,613
H,AdobeHebrew-Regular,1.515151515,1.469420142,394,412,605,606
H,AdobeHeitiStd-Regular,1.307189542,1.294155249,429,415,570,613
H,AdobeKaitiStd-Regular,1.360544218,1.328869443,411,421,589,617
H,AdobeMingStd-Light,1.369863014,1.353526288,406,421,592,619
H,AdobeMyungjoStd-Medium,1.398601399,1.369850432,403,424,597,620
H,AdobeNaskh-Medium,2.173913043,2.10559556,389,430,611,624
H,AdobeSongStd-Light,1.6,1.551189852,388,443,611,636
H,AlBayan,1.388888889,1.357285039,425,439,573,634
H,AlNile,1.388888889,1.357285039,425,417,573,612
H,AlTarikh,1.388888889,1.357285039,425,380,573,575
H,AmericanTypewriter,1.481481481,1.449054543,391,437,607,633
H,AndaleMono,1.459854015,1.438215154,443,432,557,630
H,Apple-Chancery,1.098901099,1.370502132,398,407,680,657
H,AppleBraille,1.324503311,1.297086098,437,405,561,601
H,AppleColorEmoji,1.324503311,1.297086098,437,433,561,629
H,AppleGothic,1.282051282,1.267837982,425,414,574,613
H,AppleMyungjo,1.388888889,1.360017343,400,422,600,618
H,AppleSDGothicNeo-Regular,1.492537313,1.475586221,426,422,572,620
H,AppleSymbols,1.869158879,1.830990553,428,425,570,621
H,Arial-Black,1.398601399,1.382812535,405,454,595,652
H,ArialHebrew,1.388888889,1.357285039,425,403,573,598
H,ArialHebrewScholar,1.388888889,1.357285039,425,403,573,598
H,ArialMT,1.398601399,1.384324744,422,427,577,625
H,ArialNarrow,1.398601399,1.384324744,435,431,562,629
H,ArialRoundedMTBold,1.351351351,1.359660112,418,431,582,632
H,ArialUnicodeMS,1.398601399,1.384324744,422,450,577,648
H,Athelas-Regular,1.526717557,1.482612102,402,436,596,632
H,Avenir-Black,1.418439716,1.402208199,414,441,586,639
H,AvenirNext-Regular,1.418439716,1.402208199,425,441,573,639
H,AvenirNextCondensed-Regular,1.418439716,1.404325479,441,442,557,640
H,Ayuthaya,1.324503311,1.296293642,437,442,561,638
H,Baghdad,1.388888889,1.357285039,425,429,573,624
H,BanglaMN,1.360544218,1.331138612,417,444,581,639
H,BanglaSangamMN,1.470588235,1.450327477,425,420,574,617
H,Baskerville,1.515151515,1.465791626,391,438,607,631
H,Beirut,1.388888889,1.357285039,418,408,580,603
H,BigCaslon-Medium,1.398601399,1.375987339,388,431,609,628
H,BirchStd,1.342281879,1.342281879,453,400,546,600
H,BlackoakStd,1.342281879,1.33292108,234,400,764,600
H,BodoniOrnamentsITCTT,1.052631579,1.079973518,479,422,519,627
H,BodoniSvtyTwoITCTT-Book,1.438848921,1.402761642,407,436,592,632
H,BodoniSvtyTwoOSITCTT-Book,1.438848921,1.402761642,407,436,592,632
H,BodoniSvtyTwoSCITCTT-Book,1.438848921,1.402761642,407,436,592,632
H,BradleyHandITCTT-Bold,1.652892562,1.743291476,393,459,650,670
H,BrushScriptMT,1.503759398,1.403977306,393,442,605,630
H,BrushScriptStd,1.388888889,1.317108169,398,408,638,597
H,Chalkboard,1.449275362,1.444606263,425,446,583,646
H,ChalkboardSE-Regular,1.449275362,1.445019118,422,468,584,668
H,Chalkduster,1.265822785,1.243826212,433,434,559,631
H,Champagne&Limousines,1.449275362,1.426650747,438,422,561,618
H,ChaparralPro-Regular,1.538461538,1.51260868,404,416,595,613
H,CharlemagneStd-Bold,1.418439716,1.305029995,386,408,614,592
H,Charter-Black,1.492537313,1.467157678,387,447,610,643
H,Cochin,1.526717557,1.493294713,386,439,613,636
H,ComicSansMS,1.25,1.274499992,420,447,584,651
H,CooperBlackStd,1.379310345,1.370519828,388,401,611,599
H,Copperplate,1.904761905,1.866773092,390,446,609,642
H,CorsivaHebrew,1.388888889,1.357285039,425,389,573,584
H,Courier,1.739130435,1.704041755,414,431,586,628
H,CourierNewPS-BoldMT,1.694915254,1.664818891,407,441,594,638
H,CourierNewPSMT,1.754385965,1.72378469,414,446,587,643
H,DINAlternate-Bold,1.408450704,1.40062026,430,432,569,631
H,DINCondensed-Bold,1.408450704,1.40062026,453,400,545,599
H,Damascus,1.388888889,1.357285039,425,383,573,578
H,DamascusBold,1.388888889,1.357285039,418,383,580,578
H,DamascusLight,1.388888889,1.357285039,425,383,573,578
H,DamascusMedium,1.388888889,1.357285039,418,383,580,578
H,DamascusSemiBold,1.388888889,1.357285039,418,383,580,578
H,DecoTypeNaskh,1.388888889,1.357285039,425,464,573,659
H,DevanagariMT,1.515151515,1.484788007,397,441,600,637
H,DevanagariSangamMN,1.470588235,1.450327477,425,437,574,634
H,Didot,1.408450704,1.378915942,396,433,604,629
H,DiwanKufi,1.388888889,1.357285039,425,493,573,688
H,DiwanMishafi,1.388888889,1.357285039,425,411,573,606
H,DiwanMishafiGold,1.388888889,1.357285039,425,411,573,606
H,DiwanThuluth,1.388888889,1.357285039,425,441,573,636
H,EuphemiaUCAS,1.315789474,1.292772758,429,443,570,641
H,Farah,1.388888889,1.357285039,425,407,573,602
H,Farisi,1.388888889,1.357285039,425,454,573,649
H,Futura-Medium,1.333333333,1.29743116,428,439,571,634
H,GB18030Bitmap,1.324503311,1.297086098,437,449,561,645
H,GeezaPro,1.388888889,1.357285039,425,426,573,621
H,Geneva,1.324503311,1.298598776,428,433,570,629
H,Georgia,1.449275362,1.419786766,397,434,601,630
H,GiddyupStd,1.257861635,1.357023159,400,391,609,607
H,GillSans,1.470588235,1.437548279,416,436,583,632
H,GujaratiMT,1.515151515,1.484788007,397,438,600,634
H,GujaratiSangamMN,1.19760479,1.180331752,425,426,574,623
H,GurmukhiMN,1.550387597,1.517378862,417,447,582,643
H,GurmukhiSangamMN,1.470588235,1.450327477,425,447,574,644
H,Helvetica,1.398601399,1.378190854,421,409,578,606
H,HelveticaNeue,1.408450704,1.388134014,421,434,578,632
H,Herculanum,1.739130435,1.610751794,417,441,577,627
H,HiraKakuPro-W3,1.315789474,1.298314558,419,415,581,613
H,HiraKakuProN-W3,1.315789474,1.298314558,419,415,581,613
H,HiraKakuStd-W8,1.19760479,1.182450884,411,415,588,611
H,HiraKakuStdN-W8,1.19760479,1.182450884,411,415,588,611
H,HiraMaruPro-W4,1.265822785,1.260407766,421,415,577,614
H,HiraMaruProN-W4,1.265822785,1.260407766,421,415,577,614
H,HiraMinPro-W3,1.379310345,1.363849566,402,414,597,611
H,HiraMinProN-W3,1.379310345,1.363849566,402,414,597,611
H,HiraginoSans-W3,1.315789474,1.298314558,419,415,581,613
H,HiraginoSansGB-W3,1.315789474,1.298314558,419,415,581,613
H,HoboStd,1.19760479,1.186206022,427,404,572,602
H,HoeflerText-Regular,1.438848921,1.394658692,386,408,612,602
H,ITFDevanagari-Book,1.515151515,1.484788007,397,459,600,655
H,ITFDevanagariMarathi-Book,1.515151515,1.484788007,397,459,600,655
H,Impact,1.265822785,1.250172339,441,429,559,626
H,InaiMathi,1.515151515,1.495677989,432,430,567,627
H,IowanOldStyle-Black,1.438848921,1.389171953,380,450,620,643
H,Kailasa,1.388888889,1.357285039,425,419,573,614
H,KannadaMN,1.550387597,1.5168707,420,438,579,634
H,KannadaSangamMN,1.470588235,1.450327477,425,444,574,641
H,Kefa-Regular,1.503759398,1.46354013,407,441,593,636
H,KhmerMN,1.739130435,1.700078846,417,471,582,667
H,KhmerSangamMN,1.449275362,1.428489768,427,463,577,660
H,KohinoorBangla-Regular,1.428571429,1.410059006,429,451,570,648
H,KohinoorDevanagari-Regular,1.428571429,1.410059006,429,451,570,648
H,KohinoorTelugu-Regular,1.428571429,1.410059006,429,451,570,648
H,Kokonor,1.098901099,1.370502132,398,396,680,646
H,KozGoPr6N-Regular,1.315789474,1.298494376,431,417,568,614
H,KozGoPro-Regular,1.315789474,1.298494376,431,417,568,614
H,KozMinPr6N-Regular,1.360544218,1.328869443,411,421,589,617
H,KozMinPro-Regular,1.360544218,1.328869443,411,421,589,617
H,Krungthep,1.342281879,1.336994856,433,434,566,634
H,KufiStandardGK,1.388888889,1.357285039,425,432,573,627
H,LaoMN,1.550387597,1.517378862,417,438,582,634
H,LaoSangamMN,1.470588235,1.450327477,425,448,574,645
H,LetterGothicStd,1.398601399,1.37754756,447,404,551,602
H,LithosPro-Regular,1.438848921,1.37731798,412,407,588,599
H,Lucida Bright Demibold,1.388888889,1.353740375,397,433,602,628
H,Lucida Bright Demibold Italic,1.388888889,1.351518297,372,433,615,628
H,Lucida Bright Italic,1.388888889,1.351297139,376,433,611,628
H,Lucida Bright Regular,1.388888889,1.353377016,400,433,598,628
H,Lucida Sans Demibold,1.388888889,1.357285039,418,434,580,629
H,Lucida Sans Regular,1.388888889,1.357285039,425,433,573,628
H,Lucida Sans Typewriter Bold,1.388888889,1.364795884,431,432,569,629
H,Lucida Sans Typewriter Regular,1.388888889,1.364071561,437,432,562,629
H,LucidaBright,1.388888889,1.353377016,400,433,598,628
H,LucidaGrande,1.388888889,1.357285039,425,435,573,630
H,LucidaSans,1.388888889,1.357285039,425,433,573,628
H,Luminari-Regular,1.098901099,1.218172745,407,431,583,653
H,MalayalamMN,1.550387597,1.517378862,417,456,582,652
H,MalayalamSangamMN,1.470588235,1.450327477,425,420,574,617
H,Marion-Regular,1.515151515,1.481397248,393,407,605,603
H,MarkerFelt-Thin,1.136363636,1.175298302,447,406,555,613
H,Menlo-Regular,1.379310345,1.359633448,436,428,563,626
H,MesquiteStd,1.307189542,1.303533068,461,401,539,601
H,MicrosoftSansSerif,1.398601399,1.384324744,422,429,577,627
H,MinionPro-Regular,1.550387597,1.504111734,396,414,604,609
H,Monaco,1.324503311,1.297086098,437,433,561,629
H,MonotypeGurmukhi,1.388888889,1.357285039,425,422,573,617
H,Montserrat-Regular,1.438848921,1.421263326,417,439,583,637
H,Mshtakan,1.515151515,1.484788007,397,436,600,632
H,MshtakanBold,1.481481481,1.443884217,393,433,606,628
H,MshtakanBoldOblique,1.503759398,1.460703649,378,435,619,630
H,MshtakanOblique,1.538461538,1.503372519,388,438,621,634
H,Muna,1.388888889,1.357285039,425,404,573,599
H,MunaBlack,1.388888889,1.357285039,418,404,580,599
H,MunaBold,1.388888889,1.357285039,418,404,580,599
H,MyanmarMN,1.550387597,1.517378862,417,451,582,647
H,MyanmarSangamMN,1.470588235,1.450327477,425,436,574,633
H,MyriadArabic-Regular,2.083333333,2.058044128,426,441,573,639
H,MyriadHebrew-Regular,1.492537313,1.470704313,426,412,573,610
H,MyriadPro-Regular,1.492537313,1.471506347,426,412,573,610
H,Nadeem,1.388888889,1.357285039,425,429,573,624
H,NewPeninimMT,1.388888889,1.357285039,425,403,573,598
H,Noteworthy-Light,1.117318436,1.125474972,426,448,572,649
H,NotoNastaliqUrdu,1.388888889,1.357285039,425,563,573,758
H,NuevaStd-Cond,1.612903226,1.599716912,433,411,567,609
H,OCRAStd,1.290322581,1.290004454,436,400,563,600
H,Optima-Regular,1.459854015,1.423112574,414,435,585,631
H,OratorStd,1.503759398,1.481003851,449,401,550,598
H,OriyaMN,1.550387597,1.517378862,417,438,582,634
H,OriyaSangamMN,1.257861635,1.24021996,425,433,575,630
H,PTMono-Regular,1.438848921,1.412577162,432,427,567,625
H,PTSans-Regular,1.438848921,1.40528931,429,430,570,626
H,PTSerif-Regular,1.438848921,1.395899657,406,446,592,641
H,Palatino-Roman,1.449275362,1.408397709,389,420,610,615
H,Papyrus,1.503759398,1.474158176,406,445,592,643
H,Phosphate-Inline,1.503759398,1.487611505,418,442,581,640
H,PingFangHK-Regular,1.408450704,1.391330364,420,449,580,647
H,PingFangSC-Regular,1.408450704,1.391330364,420,449,580,647
H,PingFangTC-Regular,1.408450704,1.391330364,420,449,580,647
H,PlantagenetCherokee,1.470588235,1.431334656,388,407,611,601
H,PoplarStd,1.342281879,1.335955608,445,402,554,602
H,PrestigeEliteStd-Bd,1.680672269,1.642658376,411,410,587,607
H,Raanana,1.515151515,1.484788007,397,410,600,606
H,RaananaBold,1.481481481,1.443884217,393,408,606,603
H,Roboto-Regular,1.408450704,1.392625746,424,431,576,629
H,Rockwell-Regular,1.360544218,1.328011744,405,395,594,590
H,RosewoodStd-Regular,1.333333333,1.328300786,426,414,593,614
H,STHeitiSC-Medium,1.369863014,1.347612508,429,403,570,600
H,STHeitiTC-Medium,1.369863014,1.347612508,429,403,570,600
H,STIXGeneral-Regular,1.515151515,1.484381136,398,460,601,656
H,STIXIntegralsD-Regular,1.388888889,1.357285039,425,600,573,795
H,STIXIntegralsSm-Regular,1.388888889,1.357285039,425,447,573,642
H,STIXIntegralsUp-Regular,1.388888889,1.357285039,425,447,573,642
H,STIXIntegralsUpD-Regular,1.388888889,1.357285039,425,600,573,795
H,STIXIntegralsUpSm-Regular,1.388888889,1.357285039,425,447,573,642
H,STIXNonUnicode-Regular,1.388888889,1.357285039,425,501,573,696
H,STIXSizeFiveSym-Regular,1.388888889,1.357285039,425,435,573,630
H,STIXSizeFourSym-Regular,1.388888889,1.357285039,425,657,573,852
H,STIXSizeOneSym-Regular,1.388888889,1.357285039,425,520,573,715
H,STIXSizeThreeSym-Regular,1.388888889,1.357285039,425,657,573,852
H,STIXSizeTwoSym-Regular,1.388888889,1.357285039,425,588,573,783
H,STIXVariants-Regular,1.388888889,1.357285039,425,447,573,642
H,STSong,1.587301587,1.529925851,390,421,610,614
H,STSongti-SC-Regular,1.587301587,1.529925851,389,452,611,645
H,Sana,1.388888889,1.357285039,425,406,573,601
H,Sathu,1.324503311,1.298598776,428,421,570,617
H,SavoyeLetPlain,1.470588235,1.471140498,387,408,604,608
H,Seravek,1.503759398,1.471667718,422,440,576,635
H,ShreeDev0714,1.360544218,1.344704084,426,426,572,624
H,SignPainter-HouseScript,1.550387597,1.56017636,429,414,610,616
H,Silom,1.342281879,1.336994856,433,428,566,628
H,SinhalaMN,1.550387597,1.517378862,417,438,582,634
H,SinhalaSangamMN,1.470588235,1.450327477,425,451,574,648
H,Skia-Regular,1.538461538,1.501613838,417,420,583,616
H,SnellRoundhand,1.351351351,1.334622192,399,433,706,630
H,StencilStd,1.342281879,1.327682022,401,401,597,599
H,SukhumvitSet-Medium,1.492537313,1.472849679,426,464,574,662
H,Superclarendon-Regular,1.351351351,1.330767393,390,433,609,630
H,Symbol,1.388888889,1.357285039,425,399,573,594
H,Tahoma,1.379310345,1.35818516,428,439,571,636
H,TamilMN,1.550387597,1.517378862,417,438,582,634
H,TamilSangamMN,1.470588235,1.450327477,425,412,574,609
H,TektonPro-Bold,1.550387597,1.50678574,422,408,576,604
H,TeluguMN,1.550387597,1.517378862,417,438,582,634
H,TeluguSangamMN,1.369863014,1.349660484,425,435,575,633
H,Thonburi,1.324503311,1.297495346,429,444,570,640
H,Times-Roman,1.515151515,1.484788007,397,415,600,611
H,TimesNewRomanPS-BoldMT,1.515151515,1.482880242,390,436,609,632
H,TimesNewRomanPSMT,1.515151515,1.482508729,398,436,601,632
H,TrajanPro-Regular,1.324503311,1.281950371,400,403,601,596
H,Trattatello,1.709401709,1.615598282,397,502,599,691
H,Trebuchet-BoldItalic,1.398601399,1.37166371,414,433,598,628
H,TrebuchetMS,1.398601399,1.375560028,430,433,569,629
H,Verdana,1.379310345,1.35818516,424,439,575,636
H,Waseem,1.388888889,1.357285039,425,425,573,620
H,WaseemLight,1.388888889,1.357285039,425,425,573,620
H,Webdings,1.075268817,1.261447211,374,416,625,651
H,Wingdings-Regular,1.298701299,1.469388249,443,411,555,638
H,Wingdings2,1.290322581,1.618312702,448,390,552,642
H,Wingdings3,1.388888889,1.899762496,363,402,637,676
H,Yantramanav-Regular,1.57480315,1.556239946,424,447,575,645
H,ZapfDingbatsITC,1.388888889,1.357285039,425,415,573,610
H,Zapfino,0.766283525,0.787688138,410,447,699,653
I,ACaslonPro-Regular,1.398601399,1.358742545,455,406,539,600
I,AGaramondPro-Regular,1.503759398,1.452846117,462,413,538,606
I,AdobeArabic-Regular,2.173913043,2.103309865,457,462,541,657
I,AdobeDevanagari-Regular,1.666666667,1.616004432,460,422,538,616
I,AdobeFanHeitiStd-Bold,1.315789474,1.294155249,484,415,514,613
I,AdobeFangsongStd-Regular,1.360544218,1.32935918,467,421,533,617
I,AdobeGothicStd-Bold,1.307189542,1.289151574,481,415,519,613
I,AdobeHebrew-Regular,1.515151515,1.469420142,459,412,540,606
I,AdobeHeitiStd-Regular,1.315789474,1.294155249,484,415,514,613
I,AdobeKaitiStd-Regular,1.360544218,1.328869443,465,421,533,617
I,AdobeMingStd-Light,1.369863014,1.353526288,461,421,538,619
I,AdobeMyungjoStd-Medium,1.398601399,1.369850432,463,424,537,620
I,AdobeNaskh-Medium,2.173913043,2.10559556,454,430,546,624
I,AdobeSongStd-Light,1.6,1.551189852,462,443,537,636
I,AlBayan,1.388888889,1.357285039,486,439,513,634
I,AlNile,1.388888889,1.357285039,486,417,513,612
I,AlTarikh,1.388888889,1.357285039,486,380,513,575
I,AmericanTypewriter,1.481481481,1.449054543,450,437,550,633
I,AndaleMono,1.459854015,1.438215154,454,432,544,630
I,Apple-Chancery,1.492537313,1.370502132,453,474,557,656
I,AppleBraille,1.324503311,1.297086098,443,405,555,601
I,AppleColorEmoji,1.324503311,1.297086098,443,433,555,629
I,AppleGothic,1.282051282,1.267837982,490,414,510,613
I,AppleMyungjo,1.388888889,1.360017343,455,422,545,618
I,AppleSDGothicNeo-Regular,1.492537313,1.475586221,488,422,511,620
I,AppleSymbols,1.869158879,1.830990553,487,425,513,621
I,Arial-Black,1.398601399,1.382812535,468,454,530,652
I,ArialHebrew,1.388888889,1.357285039,486,403,513,598
I,ArialHebrewScholar,1.388888889,1.357285039,486,403,513,598
I,ArialMT,1.398601399,1.384324744,487,427,514,625
I,ArialNarrow,1.398601399,1.384324744,489,431,511,629
I,ArialRoundedMTBold,1.351351351,1.359660112,479,431,519,632
I,ArialUnicodeMS,1.398601399,1.384324744,487,450,513,648
I,Athelas-Regular,1.526717557,1.482612102,463,436,536,632
I,Avenir-Black,1.418439716,1.402208199,478,441,522,639
I,AvenirNext-Regular,1.418439716,1.402208199,490,441,510,639
I,AvenirNextCondensed-Regular,1.418439716,1.404325479,489,442,509,640
I,Ayuthaya,1.324503311,1.296293642,443,442,555,638
I,Baghdad,1.388888889,1.357285039,486,429,513,624
I,BanglaMN,1.360544218,1.331138612,483,444,516,639
I,BanglaSangamMN,1.470588235,1.450327477,489,420,509,617
I,Baskerville,1.515151515,1.465791626,455,438,544,631
I,Beirut,1.388888889,1.357285039,479,408,520,603
I,BigCaslon-Medium,1.398601399,1.375987339,457,431,540,628
I,BirchStd,1.342281879,1.342281879,477,400,522,600
I,BlackoakStd,1.342281879,1.33292108,364,400,635,600
I,BodoniOrnamentsITCTT,1.030927835,1.079973518,470,415,530,624
I,BodoniSvtyTwoITCTT-Book,1.449275362,1.402761642,463,436,536,631
I,BodoniSvtyTwoOSITCTT-Book,1.449275362,1.402761642,463,436,536,631
I,BodoniSvtyTwoSCITCTT-Book,1.449275362,1.402761642,463,436,536,631
I,BradleyHandITCTT-Bold,1.886792453,1.743291476,478,467,520,653
I,BrushScriptMT,1.492537313,1.403977306,446,442,561,630
I,BrushScriptStd,1.379310345,1.317108169,448,407,582,598
I,Chalkboard,1.503759398,1.444606263,453,449,546,641
I,ChalkboardSE-Regular,1.503759398,1.445019118,451,471,548,662
I,Chalkduster,1.360544218,1.243826212,436,444,569,627
I,Champagne&Limousines,1.449275362,1.426650747,494,422,505,618
I,ChaparralPro-Regular,1.538461538,1.51260868,464,416,537,613
I,CharlemagneStd-Bold,1.418439716,1.305029995,455,408,545,592
I,Charter-Black,1.492537313,1.467157678,447,447,551,643
I,Cochin,1.526717557,1.493294713,455,439,544,636
I,ComicSansMS,1.342281879,1.274499992,439,455,561,645
I,CooperBlackStd,1.379310345,1.370519828,443,401,555,599
I,Copperplate,1.904761905,1.866773092,469,446,530,642
I,CorsivaHebrew,1.388888889,1.357285039,486,389,513,584
I,Courier,1.739130435,1.704041755,429,431,570,628
I,CourierNewPS-BoldMT,1.694915254,1.664818891,427,441,572,638
I,CourierNewPSMT,1.754385965,1.72378469,434,446,564,643
I,DINAlternate-Bold,1.408450704,1.40062026,485,432,515,631
I,DINCondensed-Bold,1.408450704,1.40062026,485,400,513,599
I,Damascus,1.388888889,1.357285039,486,383,513,578
I,DamascusBold,1.388888889,1.357285039,479,383,520,578
I,DamascusLight,1.388888889,1.357285039,486,383,513,578
I,DamascusMedium,1.388888889,1.357285039,479,383,520,578
I,DamascusSemiBold,1.388888889,1.357285039,479,383,520,578
I,DecoTypeNaskh,1.388888889,1.357285039,486,464,513,659
I,DevanagariMT,1.515151515,1.484788007,455,441,543,637
I,DevanagariSangamMN,1.470588235,1.450327477,489,437,510,634
