letter,font,min_x,min_y,max_x,max_y
G,SnellRoundhand,444,434,606,597
G,StencilStd,435,422,564,577
G,SukhumvitSet-Medium,444,474,550,612
G,Superclarendon-Regular,419,446,582,601
G,Symbol,438,422,555,574
G,Tahoma,439,453,556,603
G,TamilMN,432,457,563,592
G,TamilSangamMN,436,436,556,579
G,TektonPro-Bold,438,435,561,571
G,TeluguMN,432,457,563,592
G,TeluguSangamMN,431,448,560,602
G,Thonburi,442,452,555,613
G,Times-Roman,432,440,568,577
G,TimesNewRomanPS-BoldMT,430,454,575,593
G,TimesNewRomanPSMT,435,454,569,592
G,TrajanPro-Regular,426,421,575,578
G,Trattatello,451,502,552,617
G,Trebuchet-BoldItalic,440,448,561,596
G,TrebuchetMS,439,448,552,596
G,Verdana,433,453,562,603
G,Waseem,438,441,555,593
G,WaseemLight,438,441,555,593
G,Webdings,400,453,599,619
G,Wingdings-Regular,461,439,537,593
G,Wingdings2,468,433,532,588
G,Wingdings3,427,448,572,592
G,Yantramanav-Regular,449,464,547,595
G,ZapfDingbatsITC,438,433,555,585
G,Zapfino,413,466,676,819
H,ACaslonPro-Regular,422,431,578,574
H,AGaramondPro-Regular,426,440,572,573
H,AdobeArabic-Regular,448,482,552,574
H,AdobeDevanagari-Regular,436,451,563,571
H,AdobeFanHeitiStd-Bold,446,434,554,587
H,AdobeFangsongStd-Regular,434,440,566,587
H,AdobeGothicStd-Bold,444,434,555,587
H,AdobeHebrew-Regular,428,440,572,572
H,AdobeHeitiStd-Regular,446,434,554,587
H,AdobeKaitiStd-Regular,433,440,566,587
H,AdobeMingStd-Light,430,441,568,587
H,AdobeMyungjoStd-Medium,429,444,570,587
H,AdobeNaskh-Medium,447,467,553,559
H,AdobeSongStd-Light,428,462,572,587
H,AlBayan,445,455,555,599
H,AlNile,445,438,555,582
H,AlTarikh,445,411,555,555
H,AmericanTypewriter,425,456,574,591
H,AndaleMono,460,453,539,590
H,Apple-Chancery,425,432,631,614
H,AppleBraille,452,427,547,578
H,AppleColorEmoji,452,448,547,599
H,AppleGothic,441,433,558,589
H,AppleMyungjo,426,442,574,586
H,AppleSDGothicNeo-Regular,450,447,549,581
H,AppleSymbols,461,459,538,566
H,Arial-Black,431,467,568,610
H,ArialHebrew,445,428,555,572
H,ArialHebrewScholar,445,428,555,572
H,ArialMT,444,447,556,590
H,ArialNarrow,453,450,545,593
H,ArialRoundedMTBold,439,449,560,597
H,ArialUnicodeMS,444,463,556,606
H,Athelas-Regular,434,457,564,588
H,Avenir-Black,438,458,561,599
H,AvenirNext-Regular,446,458,552,599
H,AvenirNextCondensed-Regular,459,458,541,599
H,Ayuthaya,452,455,547,606
H,Baghdad,445,447,555,591
H,BanglaMN,438,458,561,605
H,BanglaSangamMN,448,445,551,581
H,Baskerville,426,457,573,589
H,Beirut,440,432,559,576
H,BigCaslon-Medium,418,450,579,593
H,BirchStd,465,425,534,574
H,BlackoakStd,301,425,698,574
H,BodoniOrnamentsITCTT,481,427,517,617
H,BodoniSvtyTwoITCTT-Book,434,455,565,594
H,BodoniSvtyTwoOSITCTT-Book,434,455,565,594
H,BodoniSvtyTwoSCITCTT-Book,434,455,565,594
H,BradleyHandITCTT-Bold,438,476,586,597
H,BrushScriptMT,424,459,575,592
H,BrushScriptStd,422,430,604,574
H,Chalkboard,448,462,557,600
H,ChalkboardSE-Regular,446,478,558,616
H,Chalkduster,446,447,547,605
H,Champagne&Limousines,457,445,543,583
H,ChaparralPro-Regular,437,444,563,574
H,CharlemagneStd-Bold,412,430,587,571
H,Charter-Black,423,463,576,597
H,Cochin,424,459,576,590
H,ComicSansMS,437,459,566,619
H,CooperBlackStd,418,428,581,573
H,Copperplate,441,471,558,576
H,CorsivaHebrew,445,418,555,562
H,Courier,449,460,550,575
H,CourierNewPS-BoldMT,444,465,556,583
H,CourierNewPSMT,450,469,550,583
H,DINAlternate-Bold,450,451,549,593
H,DINCondensed-Bold,466,429,532,571
H,Damascus,445,413,555,557
H,DamascusBold,440,413,559,557
H,DamascusLight,445,413,555,557
H,DamascusMedium,440,413,559,557
H,DamascusSemiBold,440,413,559,557
H,DecoTypeNaskh,445,473,555,617
H,DevanagariMT,431,460,567,592
H,DevanagariSangamMN,448,456,551,592
H,Didot,425,452,575,594
H,DiwanKufi,445,495,555,639
H,DiwanMishafi,445,434,555,578
H,DiwanMishafiGold,445,434,555,578
H,DiwanThuluth,445,457,555,601
H,EuphemiaUCAS,445,457,554,609
H,Farah,445,431,555,575
H,Farisi,445,466,555,610
H,Futura-Medium,445,453,555,603
H,GB18030Bitmap,452,461,547,612
H,GeezaPro,445,445,555,589
H,Geneva,445,448,554,599
H,Georgia,428,453,571,591
H,GiddyupStd,427,420,580,579
H,GillSans,442,455,557,591
H,GujaratiMT,431,458,567,590
H,GujaratiSangamMN,437,437,563,604
H,GurmukhiMN,445,465,554,594
H,GurmukhiSangamMN,448,463,551,599
H,Helvetica,443,433,557,576
H,HelveticaNeue,443,453,556,595
H,Herculanum,449,464,548,579
H,HiraKakuPro-W3,437,434,562,586
H,HiraKakuProN-W3,437,434,562,586
H,HiraKakuStd-W8,424,427,574,594
H,HiraKakuStdN-W8,424,427,574,594
H,HiraMaruPro-W4,438,432,561,590
H,HiraMaruProN-W4,438,432,561,590
H,HiraMinPro-W3,428,436,570,581
H,HiraMinProN-W3,428,436,570,581
H,HiraginoSans-W3,437,434,562,586
H,HiraginoSansGB-W3,437,434,562,586
H,HoboStd,439,419,561,586
H,HoeflerText-Regular,418,435,580,574
H,ITFDevanagari-Book,431,472,567,604
H,ITFDevanagariMarathi-Book,431,472,567,604
H,Impact,452,442,546,600
H,InaiMathi,455,452,545,584
H,IowanOldStyle-Black,413,464,586,603
H,Kailasa,445,440,555,584
H,KannadaMN,447,460,552,589
H,KannadaSangamMN,448,461,551,597
H,Kefa-Regular,436,460,563,593
H,KhmerMN,451,483,548,598
H,KhmerSangamMN,449,473,553,611
H,KohinoorBangla-Regular,449,464,549,604
H,KohinoorDevanagari-Regular,449,464,549,604
H,KohinoorTelugu-Regular,449,464,549,604
H,Kokonor,425,425,631,607
H,KozGoPr6N-Regular,447,435,552,587
H,KozGoPro-Regular,447,435,552,587
H,KozMinPr6N-Regular,433,440,566,587
H,KozMinPro-Regular,433,440,566,587
H,Krungthep,449,452,549,601
H,KufiStandardGK,445,450,555,594
H,LaoMN,445,460,554,589
H,LaoSangamMN,448,464,551,600
H,LetterGothicStd,462,431,537,574
H,LithosPro-Regular,436,433,563,572
H,Lucida Bright Demibold,424,451,575,595
H,Lucida Bright Demibold Italic,424,451,604,595
H,Lucida Bright Italic,426,451,601,595
H,Lucida Bright Regular,427,451,573,595
H,Lucida Sans Demibold,440,451,559,595
H,Lucida Sans Regular,445,450,555,594
H,Lucida Sans Typewriter Bold,449,450,550,594
H,Lucida Sans Typewriter Regular,454,451,546,595
H,LucidaBright,427,451,573,595
H,LucidaGrande,445,452,555,596
H,LucidaSans,445,450,555,594
H,Luminari-Regular,425,444,569,626
H,MalayalamMN,445,471,554,600
H,MalayalamSangamMN,448,445,551,581
H,Marion-Regular,428,437,572,569
H,MarkerFelt-Thin,455,420,547,596
H,Menlo-Regular,453,447,546,592
H,MesquiteStd,470,424,529,577
H,MicrosoftSansSerif,444,449,556,592
H,MinionPro-Regular,430,443,568,572
H,Monaco,452,448,547,599
H,MonotypeGurmukhi,445,442,555,586
H,Montserrat-Regular,441,457,558,596
H,Mshtakan,431,457,567,589
H,MshtakanBold,425,454,573,589
H,MshtakanBoldOblique,416,456,581,589
H,MshtakanOblique,426,459,581,589
H,Muna,445,429,555,573
H,MunaBlack,440,429,559,573
H,MunaBold,440,429,559,573
H,MyanmarMN,445,468,554,597
H,MyanmarSangamMN,448,456,551,592
H,MyriadArabic-Regular,463,471,535,567
H,MyriadHebrew-Regular,450,440,550,574
H,MyriadPro-Regular,450,440,550,574
H,Nadeem,445,447,555,591
H,NewPeninimMT,445,428,555,572
H,Noteworthy-Light,434,454,564,633
H,NotoNastaliqUrdu,445,546,555,690
H,NuevaStd-Cond,457,444,541,568
H,OCRAStd,450,422,549,577
H,Optima-Regular,440,455,559,592
H,OratorStd,466,433,533,566
H,OriyaMN,445,460,554,589
H,OriyaSangamMN,440,445,560,604
H,PTMono-Regular,452,449,547,588
H,PTSans-Regular,450,450,550,589
H,PTSerif-Regular,432,462,566,601
H,Palatino-Roman,421,444,578,582
H,Papyrus,436,463,562,596
H,Phosphate-Inline,445,460,554,593
H,PingFangHK-Regular,442,463,557,605
H,PingFangSC-Regular,442,463,557,605
H,PingFangTC-Regular,442,463,557,605
H,PlantagenetCherokee,422,435,577,571
H,PoplarStd,459,427,540,576
H,PrestigeEliteStd-Bd,446,446,553,565
H,Raanana,431,439,567,571
H,RaananaBold,425,436,573,571
H,Roboto-Regular,445,450,554,592
H,Rockwell-Regular,428,420,570,567
H,RosewoodStd-Regular,445,435,570,585
H,STHeitiSC-Medium,447,427,552,573
H,STHeitiTC-Medium,447,427,552,573
H,STIXGeneral-Regular,431,473,568,605
H,STIXIntegralsD-Regular,445,574,555,718
H,STIXIntegralsSm-Regular,445,461,555,605
H,STIXIntegralsUp-Regular,445,461,555,605
H,STIXIntegralsUpD-Regular,445,574,555,718
H,STIXIntegralsUpSm-Regular,445,461,555,605
H,STIXNonUnicode-Regular,445,500,555,644
H,STIXSizeFiveSym-Regular,445,451,555,595
H,STIXSizeFourSym-Regular,445,616,555,760
H,STIXSizeOneSym-Regular,445,514,555,658
H,STIXSizeThreeSym-Regular,445,616,555,760
H,STIXSizeTwoSym-Regular,445,565,555,709
H,STIXVariants-Regular,445,461,555,605
H,STSong,428,448,572,574
H,STSongti-SC-Regular,427,468,572,594
H,Sana,445,430,555,574
H,Sathu,445,439,554,590
H,SavoyeLetPlain,423,437,570,573
H,Seravek,448,459,552,592
H,ShreeDev0714,445,445,554,592
H,SignPainter-HouseScript,454,444,570,573
H,Silom,449,446,549,595
H,SinhalaMN,445,460,554,589
H,SinhalaSangamMN,448,466,551,602
H,Skia-Regular,444,447,555,577
H,SnellRoundhand,424,449,654,597
H,StencilStd,426,425,573,574
H,SukhumvitSet-Medium,450,476,549,610
H,Superclarendon-Regular,417,449,582,597
H,Symbol,445,426,555,570
H,Tahoma,446,455,552,600
H,TamilMN,445,460,554,589
H,TamilSangamMN,448,439,551,575
H,TektonPro-Bold,447,439,550,568
H,TeluguMN,445,460,554,589
H,TeluguSangamMN,444,452,555,598
H,Thonburi,445,457,554,608
H,Times-Roman,431,442,567,574
H,TimesNewRomanPS-BoldMT,426,457,573,589
H,TimesNewRomanPSMT,431,457,568,589
H,TrajanPro-Regular,422,424,579,575
H,Trattatello,436,501,561,618
H,Trebuchet-BoldItalic,437,450,571,593
H,TrebuchetMS,449,450,551,593
H,Verdana,444,455,555,600
H,Waseem,445,445,555,589
H,WaseemLight,445,445,555,589
H,Webdings,400,433,599,619
H,Wingdings-Regular,461,439,537,593
H,Wingdings2,468,433,532,588
H,Wingdings3,428,448,572,592
H,Yantramanav-Regular,451,466,548,593
H,ZapfDingbatsITC,445,437,555,581
H,Zapfino,386,432,752,693
I,ACaslonPro-Regular,467,431,529,574
I,AGaramondPro-Regular,473,440,525,573
I,AdobeArabic-Regular,479,482,519,574
I,AdobeDevanagari-Regular,476,451,524,571
I,AdobeFanHeitiStd-Bold,489,435,512,587
I,AdobeFangsongStd-Regular,475,440,524,587
I,AdobeGothicStd-Bold,485,434,514,587
I,AdobeHebrew-Regular,472,440,527,572
I,AdobeHeitiStd-Regular,489,435,512,587
I,AdobeKaitiStd-Regular,474,440,525,587
I,AdobeMingStd-Light,472,441,528,587
I,AdobeMyungjoStd-Medium,473,444,527,587
I,AdobeNaskh-Medium,477,467,521,559
I,AdobeSongStd-Light,475,462,523,587
I,AlBayan,489,455,510,599
I,AlNile,489,438,510,582
I,AlTarikh,489,411,510,555
I,AmericanTypewriter,465,456,534,591
I,AndaleMono,468,453,530,590
I,Apple-Chancery,465,480,542,614
I,AppleBraille,456,427,543,578
I,AppleColorEmoji,456,448,543,599
I,AppleGothic,492,433,508,589
I,AppleMyungjo,466,442,533,586
I,AppleSDGothicNeo-Regular,492,447,507,581
I,AppleSymbols,493,459,507,566
I,Arial-Black,477,467,521,610
I,ArialHebrew,489,428,510,572
I,ArialHebrewScholar,489,428,510,572
I,ArialMT,490,447,509,590
I,ArialNarrow,492,450,508,593
I,ArialRoundedMTBold,485,449,514,597
I,ArialUnicodeMS,490,463,509,606
I,Athelas-Regular,475,457,524,588
I,Avenir-Black,484,458,515,599
I,AvenirNext-Regular,492,458,507,599
I,AvenirNextCondensed-Regular,493,458,507,599
I,Ayuthaya,456,455,543,606
I,Baghdad,489,447,510,591
I,BanglaMN,488,458,512,605
I,BanglaSangamMN,492,445,506,581
I,Baskerville,470,457,530,589
I,Beirut,485,432,515,576
I,BigCaslon-Medium,469,450,529,593
I,BirchStd,483,425,517,574
I,BlackoakStd,399,425,601,574
I,BodoniOrnamentsITCTT,472,420,528,614
I,BodoniSvtyTwoITCTT-Book,474,455,526,593
I,BodoniSvtyTwoOSITCTT-Book,474,455,526,593
I,BodoniSvtyTwoSCITCTT-Book,474,455,526,593
I,BradleyHandITCTT-Bold,487,481,511,587
I,BrushScriptMT,462,458,544,592
I,BrushScriptStd,461,430,563,575
I,Chalkboard,468,464,532,597
I,ChalkboardSE-Regular,466,480,533,613
I,Chalkduster,448,455,555,602
I,Champagne&Limousines,495,445,503,583
I,ChaparralPro-Regular,476,444,525,574
I,CharlemagneStd-Bold,465,430,534,571
I,Charter-Black,464,463,535,597
I,Cochin,470,459,529,590
I,ComicSansMS,452,465,548,614
I,CooperBlackStd,459,428,541,573
I,Copperplate,483,471,516,576
I,CorsivaHebrew,489,418,510,562
I,Courier,458,460,541,575
I,CourierNewPS-BoldMT,456,465,543,583
I,CourierNewPSMT,462,469,537,583
I,DINAlternate-Bold,489,451,510,593
I,DINCondensed-Bold,490,429,510,571
I,Damascus,489,413,510,557
I,DamascusBold,485,413,515,557
I,DamascusLight,489,413,510,557
I,DamascusMedium,485,413,515,557
I,DamascusSemiBold,485,413,515,557
I,DecoTypeNaskh,489,473,510,617
I,DevanagariMT,470,460,529,592
I,DevanagariSangamMN,492,456,506,592
I,Didot,467,452,531,594
I,DiwanKufi,489,495,510,639
I,DiwanMishafi,489,434,510,578
I,DiwanMishafiGold,489,434,510,578
I,DiwanThuluth,489,457,510,601
I,EuphemiaUCAS,491,457,508,609
I,Farah,489,431,510,575
I,Farisi,489,466,510,610
I,Futura-Medium,489,453,511,603
I,GB18030Bitmap,456,461,543,612
I,GeezaPro,489,445,510,589
I,Geneva,490,448,510,599
I,Georgia,468,453,531,591
I,GiddyupStd,456,438,538,574
I,GillSans,490,455,509,591
I,GujaratiMT,470,458,529,590
I,GujaratiSangamMN,491,437,509,604
I,GurmukhiMN,488,465,510,594
I,GurmukhiSangamMN,492,463,506,599
I,Helvetica,491,433,511,576
I,HelveticaNeue,490,453,509,595
I,Herculanum,488,462,510,583
I,HiraKakuPro-W3,490,434,509,586
I,HiraKakuProN-W3,490,434,509,586
I,HiraKakuStd-W8,478,427,522,594
I,HiraKakuStdN-W8,478,427,522,594
I,HiraMaruPro-W4,490,432,509,590
I,HiraMaruProN-W4,490,432,509,590
I,HiraMinPro-W3,473,436,526,581
I,HiraMinProN-W3,473,436,526,581
I,HiraginoSans-W3,490,434,509,586
I,HiraginoSansGB-W3,490,434,509,586
I,HoboStd,479,419,522,585
I,HoeflerText-Regular,467,435,532,574
I,ITFDevanagari-Book,470,472,529,604
I,ITFDevanagariMarathi-Book,470,472,529,604
I,Impact,479,442,520,600
I,InaiMathi,492,452,507,584
I,IowanOldStyle-Black,459,464,540,603
I,Kailasa,489,440,510,584
I,KannadaMN,490,460,508,589
I,KannadaSangamMN,492,461,506,597
I,Kefa-Regular,474,460,524,593
I,KhmerMN,490,483,509,598
I,KhmerSangamMN,494,473,509,611
I,KohinoorBangla-Regular,491,464,507,604
I,KohinoorDevanagari-Regular,491,464,507,604
I,KohinoorTelugu-Regular,491,464,507,604
I,Kokonor,465,473,542,607
I,KozGoPr6N-Regular,492,435,508,587
I,KozGoPro-Regular,492,435,508,587
I,KozMinPr6N-Regular,474,440,525,587
I,KozMinPro-Regular,474,440,525,587
I,Krungthep,483,452,516,601
I,KufiStandardGK,489,450,510,594
I,LaoMN,488,460,510,589
I,LaoSangamMN,492,464,506,600
I,LetterGothicStd,475,431,524,574
I,LithosPro-Regular,490,433,509,572
I,Lucida Bright Demibold,469,451,530,595
I,Lucida Bright Demibold Italic,470,451,560,595
I,Lucida Bright Italic,471,451,556,595
I,Lucida Bright Regular,471,451,527,595
I,Lucida Sans Demibold,485,451,515,595
I,Lucida Sans Regular,489,450,510,594
I,Lucida Sans Typewriter Bold,452,450,548,594
I,Lucida Sans Typewriter Regular,456,451,543,595
I,LucidaBright,471,451,527,595
I,LucidaGrande,489,452,510,596
I,LucidaSans,489,450,510,594
I,Luminari-Regular,460,454,538,600
I,MalayalamMN,488,471,510,600
I,MalayalamSangamMN,492,445,506,581
I,Marion-Regular,470,437,529,569
I,MarkerFelt-Thin,481,425,519,590
I,Menlo-Regular,459,447,540,592
I,MesquiteStd,486,424,514,577
I,MicrosoftSansSerif,490,449,509,592
I,MinionPro-Regular,473,443,526,572
I,Monaco,456,448,543,599
I,MonotypeGurmukhi,489,442,510,586
I,Montserrat-Regular,492,457,507,596
I,Mshtakan,470,457,529,589
I,MshtakanBold,464,454,534,589
I,MshtakanBoldOblique,456,456,543,589
I,MshtakanOblique,465,459,543,589
I,Muna,489,429,510,573
I,MunaBlack,485,429,515,573
I,MunaBold,485,429,515,573
I,MyanmarMN,488,468,510,597
I,MyanmarSangamMN,492,456,506,592
I,MyriadArabic-Regular,493,471,506,567
I,MyriadHebrew-Regular,491,440,508,574
I,MyriadPro-Regular,491,440,508,574
I,Nadeem,489,447,510,591
I,NewPeninimMT,489,428,510,572
I,Noteworthy-Light,487,460,511,629
I,NotoNastaliqUrdu,489,546,510,690
I,NuevaStd-Cond,482,444,516,568
I,OCRAStd,450,422,549,577
I,Optima-Regular,490,455,509,592
I,OratorStd,475,433,524,566
I,OriyaMN,488,460,510,589
I,OriyaSangamMN,491,445,507,604
I,PTMono-Regular,452,449,547,588
I,PTSans-Regular,491,450,508,589
I,PTSerif-Regular,474,462,525,601
I,Palatino-Roman,470,444,528,582
I,Papyrus,489,462,510,596
I,Phosphate-Inline,477,460,522,593
I,PingFangHK-Regular,491,463,507,605
I,PingFangSC-Regular,491,463,507,605
I,PingFangTC-Regular,491,463,507,605
I,PlantagenetCherokee,467,435,532,571
I,PoplarStd,481,427,519,576
I,PrestigeEliteStd-Bd,461,446,538,565
I,Raanana,470,439,529,571
I,RaananaBold,464,436,534,571
I,Roboto-Regular,490,450,509,592
I,Rockwell-Regular,472,420,526,567
I,RosewoodStd-Regular,472,435,542,585
I,STHeitiSC-Medium,491,427,508,573
I,STHeitiTC-Medium,491,427,508,573
I,STIXGeneral-Regular,470,473,529,605
I,STIXIntegralsD-Regular,489,574,510,718
I,STIXIntegralsSm-Regular,489,461,510,605
I,STIXIntegralsUp-Regular,489,461,510,605
I,STIXIntegralsUpD-Regular,489,574,510,718
I,STIXIntegralsUpSm-Regular,489,461,510,605
I,STIXNonUnicode-Regular,489,500,510,644
I,STIXSizeFiveSym-Regular,489,451,510,595
I,STIXSizeFourSym-Regular,489,616,510,760
I,STIXSizeOneSym-Regular,489,514,510,658
I,STIXSizeThreeSym-Regular,489,616,510,760
I,STIXSizeTwoSym-Regular,489,565,510,709
I,STIXVariants-Regular,489,461,510,605
I,STSong,470,448,530,574
I,STSongti-SC-Regular,470,468,530,594
I,Sana,489,430,510,574
I,Sathu,490,439,510,590
I,SavoyeLetPlain,450,437,540,572
I,Seravek,491,459,509,592
I,ShreeDev0714,494,445,504,592
I,SignPainter-HouseScript,479,445,542,572
I,Silom,483,446,516,595
I,SinhalaMN,489,460,511,589
I,SinhalaSangamMN,492,466,506,602
I,Skia-Regular,492,447,508,577
I,SnellRoundhand,436,454,631,597
I,StencilStd,464,425,535,574
I,SukhumvitSet-Medium,491,476,508,610
I,Superclarendon-Regular,466,449,532,597
I,Symbol,489,426,510,570
I,Tahoma,472,455,528,600
I,TamilMN,488,460,510,589
I,TamilSangamMN,492,439,506,575
I,TektonPro-Bold,488,439,513,568
I,TeluguMN,488,460,510,589
I,TeluguSangamMN,492,452,507,598
I,Thonburi,490,457,510,608
I,Times-Roman,470,442,529,574
I,TimesNewRomanPS-BoldMT,465,457,534,589
I,TimesNewRomanPSMT,472,457,528,589
I,TrajanPro-Regular,476,424,527,575
I,Trattatello,475,502,525,618
I,Trebuchet-BoldItalic,478,450,530,593
I,TrebuchetMS,490,450,509,593
I,Verdana,471,455,528,600
I,Waseem,489,445,510,589
I,WaseemLight,489,445,510,589
I,Webdings,400,446,599,619
I,Wingdings-Regular,427,433,572,592
I,Wingdings2,468,433,532,588
I,Wingdings3,427,448,572,592
I,Yantramanav-Regular,491,466,509,593
I,ZapfDingbatsITC,489,437,510,581
I,Zapfino,457,465,627,689
J,ACaslonPro-Regular,451,431,530,617
J,AGaramondPro-Regular,458,440,526,613
J,AdobeArabic-Regular,479,482,520,598
J,AdobeDevanagari-Regular,474,451,525,602
J,AdobeFanHeitiStd-Bold,460,434,526,590
J,AdobeFangsongStd-Regular,455,440,534,608
J,AdobeGothicStd-Bold,458,434,528,590
J,AdobeHebrew-Regular,471,440,529,606
J,AdobeHeitiStd-Regular,460,434,526,590
J,AdobeKaitiStd-Regular,454,440,535,609
J,AdobeMingStd-Light,456,441,547,589
J,AdobeMyungjoStd-Medium,458,444,533,591
J,AdobeNaskh-Medium,462,467,522,592
J,AdobeSongStd-Light,474,462,526,620
J,AlBayan,451,455,513,628
J,AlNile,451,438,513,611
J,AlTarikh,451,411,513,584
J,AmericanTypewriter,441,456,566,595
J,AndaleMono,455,453,524,593
J,Apple-Chancery,437,480,542,655
J,AppleBraille,450,427,533,583
J,AppleColorEmoji,450,448,533,604
J,AppleGothic,452,433,542,591
J,AppleMyungjo,448,442,550,589
J,AppleSDGothicNeo-Regular,465,447,525,582
J,AppleSymbols,467,459,524,570
J,Arial-Black,436,467,551,613
J,ArialHebrew,451,428,513,601
J,ArialHebrewScholar,451,428,513,601
J,ArialMT,455,447,534,593
J,ArialNarrow,463,450,527,596
J,ArialRoundedMTBold,446,449,541,597
J,ArialUnicodeMS,455,463,533,609
J,Athelas-Regular,470,457,525,631
J,Avenir-Black,449,458,537,603
J,AvenirNext-Regular,456,458,531,603
J,AvenirNextCondensed-Regular,461,458,522,603
J,Ayuthaya,450,455,533,611
J,Baghdad,451,447,513,620
J,BanglaMN,450,458,533,607
J,BanglaSangamMN,461,445,535,585
J,Baskerville,433,457,533,637
J,Beirut,451,432,523,605
J,BigCaslon-Medium,461,450,535,596
J,BirchStd,473,425,525,574
J,BlackoakStd,338,425,661,574
J,BodoniOrnamentsITCTT,471,429,528,617
J,BodoniSvtyTwoITCTT-Book,462,455,529,617
J,BodoniSvtyTwoOSITCTT-Book,462,455,529,617
J,BodoniSvtyTwoSCITCTT-Book,462,455,529,617
J,BradleyHandITCTT-Bold,389,477,510,636
J,BrushScriptMT,455,461,552,645
J,BrushScriptStd,439,430,565,618
J,Chalkboard,444,465,554,604
J,ChalkboardSE-Regular,442,481,555,620
J,Chalkduster,447,454,550,604
J,Champagne&Limousines,479,445,503,610
J,ChaparralPro-Regular,456,444,543,577
J,CharlemagneStd-Bold,462,430,536,619
J,Charter-Black,450,463,549,600
J,Cochin,442,459,553,593
J,ComicSansMS,442,463,559,622
J,CooperBlackStd,432,428,564,573
J,Copperplate,446,471,539,577
J,CorsivaHebrew,451,418,513,591
J,Courier,450,460,554,578
J,CourierNewPS-BoldMT,450,465,562,586
J,CourierNewPSMT,456,469,557,587
J,DINAlternate-Bold,452,451,534,595
J,DINCondensed-Bold,462,429,523,573
J,Damascus,451,413,513,586
J,DamascusBold,451,413,523,586
J,DamascusLight,451,413,513,586
J,DamascusMedium,451,413,523,586
J,DamascusSemiBold,451,413,523,586
J,DecoTypeNaskh,451,473,513,646
J,DevanagariMT,463,460,534,595
J,DevanagariSangamMN,461,456,535,596
J,Didot,456,452,541,597
J,DiwanKufi,451,495,513,668
J,DiwanMishafi,451,434,513,607
J,DiwanMishafiGold,451,434,513,607
J,DiwanThuluth,451,457,513,630
J,EuphemiaUCAS,450,457,537,612
J,Farah,451,431,513,604
J,Farisi,451,466,513,639
J,Futura-Medium,455,453,522,606
J,GB18030Bitmap,450,461,533,617
J,GeezaPro,451,445,513,618
J,Geneva,454,448,535,604
J,Georgia,449,453,546,595
J,GiddyupStd,452,442,566,592
J,GillSans,462,455,509,637
J,GujaratiMT,463,458,534,593
J,GujaratiSangamMN,453,437,544,609
J,GurmukhiMN,456,465,529,596
J,GurmukhiSangamMN,461,463,535,603
J,Helvetica,453,433,535,580
J,HelveticaNeue,452,453,536,599
J,Herculanum,460,454,509,605
J,HiraKakuPro-W3,450,434,535,589
J,HiraKakuProN-W3,450,434,535,589
J,HiraKakuStd-W8,432,427,555,597
J,HiraKakuStdN-W8,432,427,555,597
J,HiraMaruPro-W4,448,432,534,592
J,HiraMaruProN-W4,448,432,534,592
J,HiraMinPro-W3,456,436,539,583
J,HiraMinProN-W3,456,436,539,583
J,HiraginoSans-W3,450,434,535,589
J,HiraginoSansGB-W3,450,434,535,589
J,HoboStd,460,419,529,589
J,HoeflerText-Regular,435,435,533,620
J,ITFDevanagari-Book,463,472,534,607
J,ITFDevanagariMarathi-Book,463,472,534,607
J,Impact,468,442,525,600
J,InaiMathi,462,452,528,588
J,IowanOldStyle-Black,426,464,539,657
J,Kailasa,451,440,513,613
J,KannadaMN,458,460,527,591
J,KannadaSangamMN,461,461,535,601
J,Kefa-Regular,461,460,525,628
J,KhmerMN,460,483,525,600
J,KhmerSangamMN,464,473,539,615
J,KohinoorBangla-Regular,462,464,519,607
J,KohinoorDevanagari-Regular,462,464,519,607
J,KohinoorTelugu-Regular,462,464,519,607
J,Kokonor,437,473,542,648
J,KozGoPr6N-Regular,462,435,524,590
J,KozGoPro-Regular,462,435,524,590
J,KozMinPr6N-Regular,454,440,535,609
J,KozMinPro-Regular,454,440,535,609
J,Krungthep,442,452,541,601
J,KufiStandardGK,451,450,513,623
J,LaoMN,456,460,529,591
J,LaoSangamMN,461,464,535,604
J,LetterGothicStd,457,431,531,577
J,LithosPro-Regular,465,433,515,585
J,Lucida Bright Demibold,453,451,541,624
J,Lucida Bright Demibold Italic,449,451,570,624
J,Lucida Bright Italic,453,451,567,624
J,Lucida Bright Regular,459,451,538,624
J,Lucida Sans Demibold,451,451,523,624
J,Lucida Sans Regular,451,450,513,623
J,Lucida Sans Typewriter Bold,455,450,542,598
J,Lucida Sans Typewriter Regular,459,451,530,599
J,LucidaBright,459,451,538,624
J,LucidaGrande,451,452,513,625
J,LucidaSans,451,450,513,623
J,Luminari-Regular,453,454,537,638
J,MalayalamMN,456,471,529,602
J,MalayalamSangamMN,461,445,535,585
J,Marion-Regular,457,437,538,572
J,MarkerFelt-Thin,457,423,540,593
J,Menlo-Regular,450,447,533,595
J,MesquiteStd,476,424,521,577
J,MicrosoftSansSerif,455,449,533,595
J,MinionPro-Regular,472,443,527,605
J,Monaco,450,448,533,604
J,MonotypeGurmukhi,451,442,513,615
J,Montserrat-Regular,449,457,528,598
J,Mshtakan,463,457,534,592
J,MshtakanBold,450,454,545,609
J,MshtakanBoldOblique,440,456,554,609
J,MshtakanOblique,454,459,554,593
J,Muna,451,429,513,602
J,MunaBlack,451,429,523,602
J,MunaBold,451,429,523,602
