letter,font,min_x,min_y,max_x,max_y
T,MalayalamSangamMN,447,445,552,581
T,Marion-Regular,440,436,556,569
T,MarkerFelt-Thin,454,422,547,594
T,Menlo-Regular,444,447,555,592
T,MesquiteStd,472,424,527,577
T,MicrosoftSansSerif,443,449,556,592
T,MinionPro-Regular,443,438,556,572
T,Monaco,444,448,555,599
T,MonotypeGurmukhi,438,442,561,586
T,Montserrat-Regular,443,457,556,596
T,Mshtakan,441,457,556,589
T,MshtakanBold,438,454,558,589
T,MshtakanBoldOblique,446,456,566,589
T,MshtakanOblique,454,459,569,589
T,Muna,438,429,561,573
T,MunaBlack,433,429,566,573
T,MunaBold,433,429,566,573
T,MyanmarMN,441,468,557,597
T,MyanmarSangamMN,447,456,552,592
T,MyriadArabic-Regular,464,471,536,567
T,MyriadHebrew-Regular,449,440,549,574
T,MyriadPro-Regular,449,440,549,574
T,Nadeem,438,447,561,591
T,NewPeninimMT,438,428,561,572
T,Noteworthy-Light,444,460,552,632
T,NotoNastaliqUrdu,438,546,561,690
T,NuevaStd-Cond,462,444,537,568
T,OCRAStd,450,422,549,577
T,Optima-Regular,448,455,551,592
T,OratorStd,464,433,535,566
T,OriyaMN,441,460,557,589
T,OriyaSangamMN,438,445,561,604
T,PTMono-Regular,448,449,551,588
T,PTSans-Regular,448,450,552,589
T,PTSerif-Regular,441,462,557,601
T,Palatino-Roman,443,444,557,582
T,Papyrus,432,461,568,597
T,Phosphate-Inline,453,460,546,593
T,PingFangHK-Regular,441,463,558,605
T,PingFangSC-Regular,441,463,558,605
T,PingFangTC-Regular,441,463,558,605
T,PlantagenetCherokee,437,435,561,571
T,PoplarStd,455,427,544,576
T,PrestigeEliteStd-Bd,450,446,549,565
T,Raanana,441,439,556,571
T,RaananaBold,438,436,558,571
T,Roboto-Regular,444,450,554,592
T,Rockwell-Regular,440,420,559,567
T,RosewoodStd-Regular,455,435,563,585
T,STHeitiSC-Medium,458,427,540,573
T,STHeitiTC-Medium,458,427,540,573
T,STIXGeneral-Regular,442,473,557,605
T,STIXIntegralsD-Regular,438,574,561,718
T,STIXIntegralsSm-Regular,438,461,561,605
T,STIXIntegralsUp-Regular,438,461,561,605
T,STIXIntegralsUpD-Regular,438,574,561,718
T,STIXIntegralsUpSm-Regular,438,461,561,605
T,STIXNonUnicode-Regular,438,500,561,644
T,STIXSizeFiveSym-Regular,438,451,561,595
T,STIXSizeFourSym-Regular,438,616,561,760
T,STIXSizeOneSym-Regular,438,514,561,658
T,STIXSizeThreeSym-Regular,438,616,561,760
T,STIXSizeTwoSym-Regular,438,565,561,709
T,STIXVariants-Regular,438,461,561,605
T,STSong,440,439,560,574
T,STSongti-SC-Regular,439,459,559,594
T,Sana,438,430,561,574
T,Sathu,439,439,560,590
T,SavoyeLetPlain,441,439,568,573
T,Seravek,451,459,548,592
T,ShreeDev0714,444,445,555,592
T,SignPainter-HouseScript,469,446,563,572
T,Silom,450,446,549,595
T,SinhalaMN,442,460,558,589
T,SinhalaSangamMN,447,466,552,602
T,Skia-Regular,444,447,555,577
T,SnellRoundhand,444,457,657,597
T,StencilStd,437,425,561,574
T,SukhumvitSet-Medium,451,476,549,610
T,Superclarendon-Regular,425,449,575,597
T,Symbol,438,426,561,570
T,Tahoma,441,455,558,600
T,TamilMN,441,460,557,589
T,TamilSangamMN,447,439,552,575
T,TektonPro-Bold,451,435,551,568
T,TeluguMN,441,460,557,589
T,TeluguSangamMN,443,452,556,598
T,Thonburi,439,457,560,608
T,Times-Roman,441,442,556,574
T,TimesNewRomanPS-BoldMT,440,457,559,589
T,TimesNewRomanPSMT,445,457,556,589
T,TrajanPro-Regular,436,421,562,575
T,Trattatello,436,498,564,619
T,Trebuchet-BoldItalic,450,450,570,593
T,TrebuchetMS,443,450,556,593
T,Verdana,438,455,561,600
T,Waseem,438,445,561,589
T,WaseemLight,438,445,561,589
T,Webdings,400,426,599,619
T,Wingdings-Regular,436,445,564,589
T,Wingdings2,427,440,572,584
T,Wingdings3,428,448,572,530
T,Yantramanav-Regular,450,466,549,593
T,ZapfDingbatsITC,438,437,561,581
T,Zapfino,443,418,743,690
U,ACaslonPro-Regular,426,431,572,576
U,AGaramondPro-Regular,431,440,572,576
U,AdobeArabic-Regular,449,482,551,576
U,AdobeDevanagari-Regular,437,451,564,574
U,AdobeFanHeitiStd-Bold,445,435,553,590
U,AdobeFangsongStd-Regular,438,440,561,590
U,AdobeGothicStd-Bold,444,434,554,590
U,AdobeHebrew-Regular,430,440,571,575
U,AdobeHeitiStd-Regular,445,435,553,590
U,AdobeKaitiStd-Regular,437,440,562,590
U,AdobeMingStd-Light,430,441,567,589
U,AdobeMyungjoStd-Medium,428,444,571,591
U,AdobeNaskh-Medium,449,467,552,561
U,AdobeSongStd-Light,430,462,571,590
U,AlBayan,448,455,552,603
U,AlNile,448,438,552,586
U,AlTarikh,448,411,552,559
U,AmericanTypewriter,431,456,569,595
U,AndaleMono,460,453,539,593
U,Apple-Chancery,426,477,587,615
U,AppleBraille,452,427,547,583
U,AppleColorEmoji,452,448,547,604
U,AppleGothic,437,433,564,592
U,AppleMyungjo,422,442,576,590
U,AppleSDGothicNeo-Regular,451,447,549,583
U,AppleSymbols,461,459,538,570
U,Arial-Black,431,467,568,613
U,ArialHebrew,448,428,552,576
U,ArialHebrewScholar,448,428,552,576
U,ArialMT,443,447,556,593
U,ArialNarrow,453,450,545,596
U,ArialRoundedMTBold,439,449,560,597
U,ArialUnicodeMS,443,463,556,609
U,Athelas-Regular,432,457,569,590
U,Avenir-Black,440,458,559,603
U,AvenirNext-Regular,447,458,552,603
U,AvenirNextCondensed-Regular,459,458,540,603
U,Ayuthaya,452,455,547,611
U,Baghdad,448,447,552,595
U,BanglaMN,436,458,563,609
U,BanglaSangamMN,449,445,550,585
U,Baskerville,427,457,572,592
U,Beirut,442,432,556,580
U,BigCaslon-Medium,424,450,581,595
U,BirchStd,467,425,532,574
U,BlackoakStd,327,425,673,574
U,BodoniOrnamentsITCTT,464,427,535,615
U,BodoniSvtyTwoITCTT-Book,437,454,564,596
U,BodoniSvtyTwoOSITCTT-Book,437,454,564,596
U,BodoniSvtyTwoSCITCTT-Book,437,454,564,596
U,BradleyHandITCTT-Bold,442,488,581,596
U,BrushScriptMT,430,459,575,592
U,BrushScriptStd,422,429,598,572
U,Chalkboard,450,464,554,600
U,ChalkboardSE-Regular,448,480,555,616
U,Chalkduster,439,448,563,613
U,Champagne&Limousines,455,445,545,585
U,ChaparralPro-Regular,440,444,561,575
U,CharlemagneStd-Bold,422,430,577,574
U,Charter-Black,427,463,571,600
U,Cochin,428,459,570,593
U,ComicSansMS,441,464,561,614
U,CooperBlackStd,416,428,583,573
U,Copperplate,441,471,559,577
U,CorsivaHebrew,448,418,552,566
U,Courier,446,460,553,579
U,CourierNewPS-BoldMT,442,465,558,586
U,CourierNewPSMT,448,469,552,587
U,DINAlternate-Bold,449,451,550,595
U,DINCondensed-Bold,466,429,532,573
U,Damascus,448,413,552,561
U,DamascusBold,442,413,556,561
U,DamascusLight,448,413,552,561
U,DamascusMedium,442,413,556,561
U,DamascusSemiBold,442,413,556,561
U,DecoTypeNaskh,448,473,552,621
U,DevanagariMT,430,460,568,595
U,DevanagariSangamMN,449,456,550,596
U,Didot,428,452,571,597
U,DiwanKufi,448,495,552,643
U,DiwanMishafi,448,434,552,582
U,DiwanMishafiGold,448,434,552,582
U,DiwanThuluth,448,457,552,605
U,EuphemiaUCAS,442,457,557,612
U,Farah,448,431,552,579
U,Farisi,448,466,552,614
U,Futura-Medium,444,453,555,606
U,GB18030Bitmap,452,461,547,617
U,GeezaPro,448,445,552,593
U,Geneva,445,448,554,604
U,Georgia,431,453,573,595
U,GiddyupStd,436,418,568,574
U,GillSans,441,455,558,593
U,GujaratiMT,430,458,568,593
U,GujaratiSangamMN,438,437,562,609
U,GurmukhiMN,444,465,556,597
U,GurmukhiSangamMN,449,463,550,603
U,Helvetica,444,433,557,580
U,HelveticaNeue,442,453,557,599
U,Herculanum,413,466,582,574
U,HiraKakuPro-W3,438,434,562,589
U,HiraKakuProN-W3,438,434,562,589
U,HiraKakuStd-W8,423,427,576,598
U,HiraKakuStdN-W8,423,427,576,598
U,HiraMaruPro-W4,439,432,561,592
U,HiraMaruProN-W4,439,432,561,592
U,HiraMinPro-W3,429,436,572,583
U,HiraMinProN-W3,429,436,572,583
U,HiraginoSans-W3,438,434,562,589
U,HiraginoSansGB-W3,438,434,562,589
U,HoboStd,439,419,560,588
U,HoeflerText-Regular,424,435,575,577
U,ITFDevanagari-Book,430,472,568,607
U,ITFDevanagariMarathi-Book,430,472,568,607
U,Impact,452,442,546,604
U,InaiMathi,455,452,544,588
U,IowanOldStyle-Black,416,464,585,608
U,Kailasa,448,440,552,588
U,KannadaMN,446,460,556,592
U,KannadaSangamMN,449,461,550,601
U,Kefa-Regular,442,460,561,595
U,KhmerMN,450,483,550,601
U,KhmerSangamMN,450,473,552,615
U,KohinoorBangla-Regular,450,464,549,606
U,KohinoorDevanagari-Regular,450,464,549,606
U,KohinoorTelugu-Regular,450,464,549,606
U,Kokonor,426,470,587,608
U,KozGoPr6N-Regular,448,435,552,590
U,KozGoPro-Regular,448,435,552,590
U,KozMinPr6N-Regular,437,440,562,590
U,KozMinPro-Regular,437,440,562,590
U,Krungthep,449,452,549,601
U,KufiStandardGK,448,450,552,598
U,LaoMN,444,460,556,592
U,LaoSangamMN,449,464,550,604
U,LetterGothicStd,462,431,537,577
U,LithosPro-Regular,439,431,563,576
U,Lucida Bright Demibold,426,451,572,599
U,Lucida Bright Demibold Italic,451,451,600,599
U,Lucida Bright Italic,456,451,598,599
U,Lucida Bright Regular,429,451,569,599
U,Lucida Sans Demibold,442,451,556,599
U,Lucida Sans Regular,448,450,552,598
U,Lucida Sans Typewriter Bold,450,450,549,598
U,Lucida Sans Typewriter Regular,455,451,545,599
U,LucidaBright,429,451,569,599
U,LucidaGrande,448,452,552,600
U,LucidaSans,448,450,552,598
U,Luminari-Regular,421,454,580,606
U,MalayalamMN,444,471,556,603
U,MalayalamSangamMN,449,445,550,585
U,Marion-Regular,433,437,573,572
U,MarkerFelt-Thin,451,424,549,594
U,Menlo-Regular,454,447,545,595
U,MesquiteStd,472,424,526,577
U,MicrosoftSansSerif,444,449,556,595
U,MinionPro-Regular,432,443,569,575
U,Monaco,452,448,547,604
U,MonotypeGurmukhi,448,442,552,590
U,Montserrat-Regular,442,457,557,598
U,Mshtakan,430,457,568,592
U,MshtakanBold,431,454,568,593
U,MshtakanBoldOblique,441,456,576,593
U,MshtakanOblique,448,459,580,593
U,Muna,448,429,552,577
U,MunaBlack,442,429,556,577
U,MunaBold,442,429,556,577
U,MyanmarMN,444,468,556,600
U,MyanmarSangamMN,449,456,550,596
U,MyriadArabic-Regular,464,471,535,569
U,MyriadHebrew-Regular,450,440,549,577
U,MyriadPro-Regular,450,440,549,577
U,Nadeem,448,447,552,595
U,NewPeninimMT,448,428,552,576
U,Noteworthy-Light,451,455,547,633
U,NotoNastaliqUrdu,448,546,552,694
U,NuevaStd-Cond,460,444,539,569
U,OCRAStd,450,422,549,577
U,Optima-Regular,440,455,558,594
U,OratorStd,467,433,532,568
U,OriyaMN,444,460,556,592
U,OriyaSangamMN,441,445,559,609
U,PTMono-Regular,452,449,547,590
U,PTSans-Regular,452,450,548,591
U,PTSerif-Regular,435,462,565,603
U,Palatino-Roman,424,444,573,585
U,Papyrus,428,462,566,599
U,Phosphate-Inline,444,460,554,597
U,PingFangHK-Regular,443,463,557,608
U,PingFangSC-Regular,443,463,557,608
U,PingFangTC-Regular,443,463,557,608
U,PlantagenetCherokee,426,435,574,572
U,PoplarStd,458,427,541,576
U,PrestigeEliteStd-Bd,448,446,551,568
U,Raanana,430,439,568,574
U,RaananaBold,431,436,568,575
U,Roboto-Regular,448,450,551,594
U,Rockwell-Regular,429,420,570,570
U,RosewoodStd-Regular,447,435,566,586
U,STHeitiSC-Medium,451,427,549,577
U,STHeitiTC-Medium,451,427,549,577
U,STIXGeneral-Regular,430,473,568,608
U,STIXIntegralsD-Regular,448,574,552,722
U,STIXIntegralsSm-Regular,448,461,552,609
U,STIXIntegralsUp-Regular,448,461,552,609
U,STIXIntegralsUpD-Regular,448,574,552,722
U,STIXIntegralsUpSm-Regular,448,461,552,609
U,STIXNonUnicode-Regular,448,500,552,648
U,STIXSizeFiveSym-Regular,448,451,552,599
U,STIXSizeFourSym-Regular,448,616,552,764
U,STIXSizeOneSym-Regular,448,514,552,662
U,STIXSizeThreeSym-Regular,448,616,552,764
U,STIXSizeTwoSym-Regular,448,565,552,713
U,STIXVariants-Regular,448,461,552,609
U,STSong,432,448,563,577
U,STSongti-SC-Regular,432,468,564,597
U,Sana,448,430,552,578
U,Sathu,445,439,554,595
U,SavoyeLetPlain,455,438,553,570
U,Seravek,448,459,552,595
U,ShreeDev0714,445,445,554,596
U,SignPainter-HouseScript,455,446,565,574
U,Silom,449,446,549,595
U,SinhalaMN,443,460,555,592
U,SinhalaSangamMN,449,466,550,606
U,Skia-Regular,445,447,553,580
U,SnellRoundhand,453,451,612,595
U,StencilStd,432,425,569,577
U,SukhumvitSet-Medium,448,476,550,612
U,Superclarendon-Regular,420,449,580,601
U,Symbol,448,426,552,574
U,Tahoma,447,455,552,603
U,TamilMN,444,460,556,592
U,TamilSangamMN,449,439,550,579
U,TektonPro-Bold,452,438,546,571
U,TeluguMN,444,460,556,592
U,TeluguSangamMN,445,452,554,603
U,Thonburi,445,457,554,613
U,Times-Roman,430,442,568,577
U,TimesNewRomanPS-BoldMT,432,457,568,593
U,TimesNewRomanPSMT,429,457,570,593
U,TrajanPro-Regular,423,424,573,578
U,Trattatello,440,500,561,622
U,Trebuchet-BoldItalic,446,450,571,596
U,TrebuchetMS,449,450,549,596
U,Verdana,444,455,555,603
U,Waseem,448,445,552,593
U,WaseemLight,448,445,552,593
U,Webdings,405,455,598,603
U,Wingdings-Regular,441,445,557,589
U,Wingdings2,427,440,572,584
U,Wingdings3,431,462,569,578
U,Yantramanav-Regular,451,466,548,595
U,ZapfDingbatsITC,448,437,552,585
U,Zapfino,404,464,721,695
V,ACaslonPro-Regular,434,431,573,577
V,AGaramondPro-Regular,431,440,572,576
V,AdobeArabic-Regular,450,482,550,576
V,AdobeDevanagari-Regular,438,451,562,573
V,AdobeFanHeitiStd-Bold,439,434,561,587
V,AdobeFangsongStd-Regular,435,440,563,590
V,AdobeGothicStd-Bold,437,434,562,587
V,AdobeHebrew-Regular,430,440,568,575
V,AdobeHeitiStd-Regular,439,434,561,587
V,AdobeKaitiStd-Regular,435,440,563,590
V,AdobeMingStd-Light,424,441,574,589
V,AdobeMyungjoStd-Medium,430,444,568,591
V,AdobeNaskh-Medium,449,467,551,560
V,AdobeSongStd-Light,432,462,567,590
V,AlBayan,438,455,564,599
V,AlNile,438,438,564,582
V,AlTarikh,438,411,564,555
V,AmericanTypewriter,426,456,573,593
V,AndaleMono,445,453,554,590
V,Apple-Chancery,439,476,573,615
V,AppleBraille,443,427,556,578
V,AppleColorEmoji,443,448,556,599
V,AppleGothic,432,433,569,589
V,AppleMyungjo,426,442,572,590
V,AppleSDGothicNeo-Regular,444,447,555,581
V,AppleSymbols,450,459,549,566
V,Arial-Black,422,467,577,610
V,ArialHebrew,438,428,564,572
V,ArialHebrewScholar,438,428,564,572
V,ArialMT,434,447,564,590
V,ArialNarrow,445,450,553,593
V,ArialRoundedMTBold,437,449,562,597
V,ArialUnicodeMS,434,463,564,606
V,Athelas-Regular,433,457,567,590
V,Avenir-Black,430,458,570,599
V,AvenirNext-Regular,438,458,561,599
V,AvenirNextCondensed-Regular,455,458,543,599
V,Ayuthaya,443,455,556,606
V,Baghdad,438,447,564,591
V,BanglaMN,427,458,572,609
V,BanglaSangamMN,445,445,555,581
V,Baskerville,427,457,572,593
V,Beirut,432,432,567,576
V,BigCaslon-Medium,427,450,573,595
V,BirchStd,466,425,532,574
V,BlackoakStd,322,425,677,574
V,BodoniOrnamentsITCTT,465,430,534,614
V,BodoniSvtyTwoITCTT-Book,434,454,567,596
V,BodoniSvtyTwoOSITCTT-Book,434,454,567,596
V,BodoniSvtyTwoSCITCTT-Book,434,454,567,596
V,BradleyHandITCTT-Bold,439,487,561,590
V,BrushScriptMT,434,462,558,599
V,BrushScriptStd,440,430,586,575
V,Chalkboard,440,463,556,601
V,ChalkboardSE-Regular,439,479,557,617
V,Chalkduster,429,420,571,615
V,Champagne&Limousines,448,445,551,583
V,ChaparralPro-Regular,437,444,564,575
V,CharlemagneStd-Bold,418,430,585,579
V,Charter-Black,426,463,572,597
V,Cochin,427,459,574,591
V,ComicSansMS,449,461,564,618
V,CooperBlackStd,416,428,586,573
V,Copperplate,437,471,561,576
V,CorsivaHebrew,438,418,564,562
V,Courier,441,460,558,577
V,CourierNewPS-BoldMT,435,465,564,583
V,CourierNewPSMT,441,469,558,583
V,DINAlternate-Bold,444,451,554,593
V,DINCondensed-Bold,461,429,537,571
V,Damascus,438,413,564,557
V,DamascusBold,432,413,567,557
V,DamascusLight,438,413,564,557
V,DamascusMedium,432,413,567,557
V,DamascusSemiBold,432,413,567,557
V,DecoTypeNaskh,438,473,564,617
V,DevanagariMT,431,460,567,595
V,DevanagariSangamMN,445,456,555,592
V,Didot,425,452,574,597
V,DiwanKufi,438,495,564,639
V,DiwanMishafi,438,434,564,578
V,DiwanMishafiGold,438,434,564,578
V,DiwanThuluth,438,457,564,601
V,EuphemiaUCAS,442,457,557,609
V,Farah,438,431,564,575
V,Farisi,438,466,564,610
V,Futura-Medium,432,453,566,615
V,GB18030Bitmap,443,461,556,612
V,GeezaPro,438,445,564,589
V,Geneva,430,448,569,599
V,Georgia,429,453,570,593
V,GiddyupStd,435,414,568,569
V,GillSans,440,455,560,592
V,GujaratiMT,431,458,567,593
V,GujaratiSangamMN,433,437,567,604
V,GurmukhiMN,436,465,563,597
V,GurmukhiSangamMN,445,463,555,599
V,Helvetica,438,433,563,576
V,HelveticaNeue,439,453,561,595
V,Herculanum,415,459,584,579
V,HiraKakuPro-W3,430,434,568,586
V,HiraKakuProN-W3,430,434,568,586
V,HiraKakuStd-W8,415,427,584,594
V,HiraKakuStdN-W8,415,427,584,594
V,HiraMaruPro-W4,433,432,564,590
V,HiraMaruProN-W4,433,432,564,590
V,HiraMinPro-W3,428,436,571,582
V,HiraMinProN-W3,428,436,571,582
V,HiraginoSans-W3,430,434,568,586
V,HiraginoSansGB-W3,430,434,568,586
V,HoboStd,439,419,561,590
V,HoeflerText-Regular,423,435,576,577
V,ITFDevanagari-Book,431,472,567,607
V,ITFDevanagariMarathi-Book,431,472,567,607
V,Impact,446,442,553,600
V,InaiMathi,450,452,549,584
V,IowanOldStyle-Black,416,464,584,605
V,Kailasa,438,440,564,584
V,KannadaMN,438,460,563,592
V,KannadaSangamMN,445,461,555,597
V,Kefa-Regular,437,460,562,595
V,KhmerMN,443,483,557,601
V,KhmerSangamMN,444,473,555,611
V,KohinoorBangla-Regular,442,464,557,604
V,KohinoorDevanagari-Regular,442,464,557,604
V,KohinoorTelugu-Regular,442,464,557,604
V,Kokonor,439,469,573,608
V,KozGoPr6N-Regular,442,435,560,587
V,KozGoPro-Regular,442,435,560,587
V,KozMinPr6N-Regular,435,440,563,590
V,KozMinPro-Regular,435,440,563,590
V,Krungthep,449,452,549,601
V,KufiStandardGK,438,450,564,594
V,LaoMN,436,460,563,592
V,LaoSangamMN,445,464,555,600
V,LetterGothicStd,459,431,538,576
V,LithosPro-Regular,430,429,574,579
V,Lucida Bright Demibold,425,451,575,597
V,Lucida Bright Demibold Italic,452,451,602,597
V,Lucida Bright Italic,457,451,599,597
V,Lucida Bright Regular,430,451,569,597
V,Lucida Sans Demibold,432,451,567,595
V,Lucida Sans Regular,438,450,564,594
V,Lucida Sans Typewriter Bold,441,450,559,594
V,Lucida Sans Typewriter Regular,441,451,558,595
V,LucidaBright,430,451,569,597
V,LucidaGrande,438,452,564,596
V,LucidaSans,438,450,564,594
V,Luminari-Regular,420,455,586,603
V,MalayalamMN,436,471,563,603
V,MalayalamSangamMN,445,445,555,581
V,Marion-Regular,432,437,567,572
V,MarkerFelt-Thin,446,424,553,593
V,Menlo-Regular,445,447,554,592
V,MesquiteStd,471,424,527,577
V,MicrosoftSansSerif,434,449,564,592
V,MinionPro-Regular,433,443,567,574
V,Monaco,443,448,556,599
V,MonotypeGurmukhi,438,442,564,586
V,Montserrat-Regular,430,457,569,596
V,Mshtakan,431,457,567,592
V,MshtakanBold,431,454,568,593
V,MshtakanBoldOblique,442,456,572,593
V,MshtakanOblique,454,459,576,593
V,Muna,438,429,564,573
V,MunaBlack,432,429,567,573
V,MunaBold,432,429,567,573
V,MyanmarMN,436,468,563,600
V,MyanmarSangamMN,445,456,555,592
V,MyriadArabic-Regular,460,471,540,567
V,MyriadHebrew-Regular,444,440,556,574
V,MyriadPro-Regular,444,440,556,574
V,Nadeem,438,447,564,591
V,NewPeninimMT,438,428,564,572
V,Noteworthy-Light,446,450,554,630
V,NotoNastaliqUrdu,438,546,564,690
V,NuevaStd-Cond,459,444,544,568
V,OCRAStd,450,422,549,577
V,Optima-Regular,436,455,562,592
V,OratorStd,458,431,541,569
V,OriyaMN,436,460,563,592
V,OriyaSangamMN,435,445,564,604
V,PTMono-Regular,442,449,557,588
V,PTSans-Regular,442,450,556,592
V,PTSerif-Regular,432,462,568,604
V,Palatino-Roman,430,444,568,583
V,Papyrus,442,462,556,596
V,Phosphate-Inline,431,460,569,593
V,PingFangHK-Regular,437,463,562,605
V,PingFangSC-Regular,437,463,562,605
V,PingFangTC-Regular,437,463,562,605
V,PlantagenetCherokee,426,435,573,573
V,PoplarStd,451,427,549,576
V,PrestigeEliteStd-Bd,445,446,554,568
V,Raanana,431,439,567,574
V,RaananaBold,431,436,568,575
V,Roboto-Regular,438,450,560,592
V,Rockwell-Regular,423,420,577,569
V,RosewoodStd-Regular,448,435,567,585
V,STHeitiSC-Medium,434,427,565,577
V,STHeitiTC-Medium,434,427,565,577
V,STIXGeneral-Regular,431,473,567,608
V,STIXIntegralsD-Regular,438,574,564,718
V,STIXIntegralsSm-Regular,438,461,564,605
V,STIXIntegralsUp-Regular,438,461,564,605
V,STIXIntegralsUpD-Regular,438,574,564,718
V,STIXIntegralsUpSm-Regular,438,461,564,605
V,STIXNonUnicode-Regular,438,500,564,644
V,STIXSizeFiveSym-Regular,438,451,564,595
V,STIXSizeFourSym-Regular,438,616,564,760
V,STIXSizeOneSym-Regular,438,514,564,658
V,STIXSizeThreeSym-Regular,438,616,564,760
V,STIXSizeTwoSym-Regular,438,565,564,709
V,STIXVariants-Regular,438,461,564,605
V,STSong,429,448,567,578
V,STSongti-SC-Regular,431,468,569,598
V,Sana,438,430,564,574
V,Sathu,430,439,569,590
V,SavoyeLetPlain,452,438,562,570
V,Seravek,443,459,557,592
V,ShreeDev0714,441,445,558,592
V,SignPainter-HouseScript,468,446,564,574
V,Silom,449,446,549,595
V,SinhalaMN,436,460,563,592
V,SinhalaSangamMN,445,466,555,602
V,Skia-Regular,434,444,564,579
V,SnellRoundhand,469,451,620,595
V,StencilStd,435,425,566,574
V,SukhumvitSet-Medium,442,476,558,610
V,Superclarendon-Regular,419,449,580,597
V,Symbol,438,426,564,570
V,Tahoma,439,455,560,600
V,TamilMN,436,460,563,592
V,TamilSangamMN,445,439,555,575
V,TektonPro-Bold,450,440,554,569
V,TeluguMN,436,460,563,592
V,TeluguSangamMN,441,452,559,598
V,Thonburi,430,457,569,608
V,Times-Roman,431,442,567,577
V,TimesNewRomanPS-BoldMT,429,457,570,592
V,TimesNewRomanPSMT,429,457,569,592
V,TrajanPro-Regular,420,424,580,578
V,Trattatello,434,502,567,624
V,Trebuchet-BoldItalic,455,450,578,595
V,TrebuchetMS,442,450,557,595
V,Verdana,434,455,566,600
V,Waseem,438,445,564,589
V,WaseemLight,438,445,564,589
V,Webdings,430,459,572,602
V,Wingdings-Regular,441,445,557,589
V,Wingdings2,427,440,572,584
V,Wingdings3,455,593,545,626
V,Yantramanav-Regular,445,466,554,593
V,ZapfDingbatsITC,438,437,564,581
V,Zapfino,423,426,711,695
W,ACaslonPro-Regular,392,431,608,577
W,AGaramondPro-Regular,402,440,602,576
W,AdobeArabic-Regular,430,482,569,576
W,AdobeDevanagari-Regular,413,451,587,573
W,AdobeFanHeitiStd-Bold,411,435,589,587
W,AdobeFangsongStd-Regular,403,440,596,590
W,AdobeGothicStd-Bold,411,434,589,587
W,AdobeHebrew-Regular,403,440,597,575
W,AdobeHeitiStd-Regular,411,435,589,587
W,AdobeKaitiStd-Regular,403,440,596,590
W,AdobeMingStd-Light,414,441,586,589
W,AdobeMyungjoStd-Medium,406,444,589,591
W,AdobeNaskh-Medium,429,467,571,560
W,AdobeSongStd-Light,406,462,593,590
W,AlBayan,414,455,584,599
W,AlNile,414,438,584,582
W,AlTarikh,414,411,584,555
W,AmericanTypewriter,406,455,593,593
W,AndaleMono,444,453,555,590
W,Apple-Chancery,420,476,593,616
W,AppleBraille,442,427,557,578
W,AppleColorEmoji,442,448,557,599
W,AppleGothic,400,433,599,589
W,AppleMyungjo,404,442,596,590
W,AppleSDGothicNeo-Regular,420,447,579,581
W,AppleSymbols,438,459,562,566
W,Arial-Black,399,467,600,610
W,ArialHebrew,414,428,584,572
W,ArialHebrewScholar,414,428,584,572
W,ArialMT,408,447,592,590
W,ArialNarrow,425,450,576,593
W,ArialRoundedMTBold,409,449,589,597
W,ArialUnicodeMS,408,463,592,606
W,Athelas-Regular,402,455,597,590
W,Avenir-Black,399,458,600,599
W,AvenirNext-Regular,405,458,594,599
W,AvenirNextCondensed-Regular,430,458,569,599
W,Ayuthaya,442,455,557,606
W,Baghdad,414,447,584,591
W,BanglaMN,399,458,601,607
W,BanglaSangamMN,417,445,582,581
W,Baskerville,405,457,593,593
W,Beirut,412,432,588,576
W,BigCaslon-Medium,395,450,605,594
W,BirchStd,453,425,546,574
W,BlackoakStd,268,425,732,574
W,BodoniOrnamentsITCTT,457,430,542,613
W,BodoniSvtyTwoITCTT-Book,404,454,597,596
W,BodoniSvtyTwoOSITCTT-Book,404,454,597,596
W,BodoniSvtyTwoSCITCTT-Book,404,454,597,596
W,BradleyHandITCTT-Bold,409,480,599,591
W,BrushScriptMT,422,468,586,595
W,BrushScriptStd,412,431,613,572
W,Chalkboard,404,462,588,603
W,ChalkboardSE-Regular,402,478,588,619
W,Chalkduster,417,443,582,611
W,Champagne&Limousines,422,445,578,583
W,ChaparralPro-Regular,413,443,589,576
W,CharlemagneStd-Bold,389,430,612,581
W,Charter-Black,399,463,599,597
W,Cochin,397,459,603,591
W,ComicSansMS,409,462,600,620
W,CooperBlackStd,391,428,610,573
W,Copperplate,412,471,588,576
W,CorsivaHebrew,414,418,584,562
W,Courier,440,460,559,575
W,CourierNewPS-BoldMT,437,465,562,583
W,CourierNewPSMT,443,469,555,583
W,DINAlternate-Bold,419,451,581,593
W,DINCondensed-Bold,444,429,556,571
W,Damascus,414,413,584,557
W,DamascusBold,412,413,588,557
W,DamascusLight,414,413,584,557
W,DamascusMedium,412,413,588,557
W,DamascusSemiBold,412,413,588,557
W,DecoTypeNaskh,414,473,584,617
W,DevanagariMT,406,460,592,595
W,DevanagariSangamMN,417,456,582,592
W,Didot,391,452,609,597
W,DiwanKufi,414,495,584,639
W,DiwanMishafi,414,434,584,578
W,DiwanMishafiGold,414,434,584,578
W,DiwanThuluth,414,457,584,601
W,EuphemiaUCAS,416,457,583,609
W,Farah,414,431,584,575
W,Farisi,414,466,584,610
W,Futura-Medium,394,445,605,613
W,GB18030Bitmap,442,461,557,612
W,GeezaPro,414,445,584,589
W,Geneva,412,448,586,599
