letter,font,scale_y_letter,scale_y_font,scale_offset_y,scale_offset_x
G,Wingdings3,1.388888889,1.899762496,-76,0
G,Yantramanav-Regular,1.526717557,1.556239946,-48,3
G,ZapfDingbatsITC,1.315789474,1.357285039,-15,5.5
G,Zapfino,0.566572238,0.787688138,-153,-35
H,ACaslonPro-Regular,1.398601399,1.358742545,0,1
H,AGaramondPro-Regular,1.503759398,1.452846117,-6,0.5
H,AdobeArabic-Regular,2.173913043,2.103309865,-57,1
H,AdobeDevanagari-Regular,1.666666667,1.616004432,-16,0.5
H,AdobeFanHeitiStd-Bold,1.307189542,1.294155249,-13,0.5
H,AdobeFangsongStd-Regular,1.360544218,1.32935918,-17,0
H,AdobeGothicStd-Bold,1.307189542,1.289151574,-13,0
H,AdobeHebrew-Regular,1.515151515,1.469420142,-6,0.5
H,AdobeHeitiStd-Regular,1.307189542,1.294155249,-13,0.5
H,AdobeKaitiStd-Regular,1.360544218,1.328869443,-17,0
H,AdobeMingStd-Light,1.369863014,1.353526288,-19,1
H,AdobeMyungjoStd-Medium,1.398601399,1.369850432,-20,0
H,AdobeNaskh-Medium,2.173913043,2.10559556,-24,0
H,AdobeSongStd-Light,1.6,1.551189852,-36,0.5
H,AlBayan,1.388888889,1.357285039,-34,1
H,AlNile,1.388888889,1.357285039,-12,1
H,AlTarikh,1.388888889,1.357285039,25,1
H,AmericanTypewriter,1.481481481,1.449054543,-33,1
H,AndaleMono,1.459854015,1.438215154,-30,0
H,Apple-Chancery,1.098901099,1.370502132,-57,-39
H,AppleBraille,1.324503311,1.297086098,-1,1
H,AppleColorEmoji,1.324503311,1.297086098,-29,1
H,AppleGothic,1.282051282,1.267837982,-13,0.5
H,AppleMyungjo,1.388888889,1.360017343,-18,0
H,AppleSDGothicNeo-Regular,1.492537313,1.475586221,-20,1
H,AppleSymbols,1.869158879,1.830990553,-21,1
H,Arial-Black,1.398601399,1.382812535,-52,0
H,ArialHebrew,1.388888889,1.357285039,2,1
H,ArialHebrewScholar,1.388888889,1.357285039,2,1
H,ArialMT,1.398601399,1.384324744,-25,0.5
H,ArialNarrow,1.398601399,1.384324744,-29,1.5
H,ArialRoundedMTBold,1.351351351,1.359660112,-32,0
H,ArialUnicodeMS,1.398601399,1.384324744,-48,0.5
H,Athelas-Regular,1.526717557,1.482612102,-32,1
H,Avenir-Black,1.418439716,1.402208199,-39,0
H,AvenirNext-Regular,1.418439716,1.402208199,-39,1
H,AvenirNextCondensed-Regular,1.418439716,1.404325479,-40,1
H,Ayuthaya,1.324503311,1.296293642,-38,1
H,Baghdad,1.388888889,1.357285039,-24,1
H,BanglaMN,1.360544218,1.331138612,-39,1
H,BanglaSangamMN,1.470588235,1.450327477,-17,0.5
H,Baskerville,1.515151515,1.465791626,-31,1
H,Beirut,1.388888889,1.357285039,-3,1
H,BigCaslon-Medium,1.398601399,1.375987339,-28,1.5
H,BirchStd,1.342281879,1.342281879,0,0.5
H,BlackoakStd,1.342281879,1.33292108,0,1
H,BodoniOrnamentsITCTT,1.052631579,1.079973518,-27,1
H,BodoniSvtyTwoITCTT-Book,1.438848921,1.402761642,-32,0.5
H,BodoniSvtyTwoOSITCTT-Book,1.438848921,1.402761642,-32,0.5
H,BodoniSvtyTwoSCITCTT-Book,1.438848921,1.402761642,-32,0.5
H,BradleyHandITCTT-Bold,1.652892562,1.743291476,-70,-21.5
H,BrushScriptMT,1.503759398,1.403977306,-30,1
H,BrushScriptStd,1.388888889,1.317108169,3,-18
H,Chalkboard,1.449275362,1.444606263,-46,-4
H,ChalkboardSE-Regular,1.449275362,1.445019118,-68,-3
H,Chalkduster,1.265822785,1.243826212,-31,4
H,Champagne&Limousines,1.449275362,1.426650747,-18,0.5
H,ChaparralPro-Regular,1.538461538,1.51260868,-13,0.5
H,CharlemagneStd-Bold,1.418439716,1.305029995,8,0
H,Charter-Black,1.492537313,1.467157678,-43,1.5
H,Cochin,1.526717557,1.493294713,-36,0.5
H,ComicSansMS,1.25,1.274499992,-51,-2
H,CooperBlackStd,1.379310345,1.370519828,1,0.5
H,Copperplate,1.904761905,1.866773092,-42,0.5
H,CorsivaHebrew,1.388888889,1.357285039,16,1
H,Courier,1.739130435,1.704041755,-28,0
H,CourierNewPS-BoldMT,1.694915254,1.664818891,-38,-0.5
H,CourierNewPSMT,1.754385965,1.72378469,-43,-0.5
H,DINAlternate-Bold,1.408450704,1.40062026,-31,0.5
H,DINCondensed-Bold,1.408450704,1.40062026,1,1
H,Damascus,1.388888889,1.357285039,22,1
H,DamascusBold,1.388888889,1.357285039,22,1
H,DamascusLight,1.388888889,1.357285039,22,1
H,DamascusMedium,1.388888889,1.357285039,22,1
H,DamascusSemiBold,1.388888889,1.357285039,22,1
H,DecoTypeNaskh,1.388888889,1.357285039,-59,1
H,DevanagariMT,1.515151515,1.484788007,-37,1.5
H,DevanagariSangamMN,1.470588235,1.450327477,-34,0.5
H,Didot,1.408450704,1.378915942,-29,0
H,DiwanKufi,1.388888889,1.357285039,-88,1
H,DiwanMishafi,1.388888889,1.357285039,-6,1
H,DiwanMishafiGold,1.388888889,1.357285039,-6,1
H,DiwanThuluth,1.388888889,1.357285039,-36,1
H,EuphemiaUCAS,1.315789474,1.292772758,-41,0.5
H,Farah,1.388888889,1.357285039,-2,1
H,Farisi,1.388888889,1.357285039,-49,1
H,Futura-Medium,1.333333333,1.29743116,-34,0.5
H,GB18030Bitmap,1.324503311,1.297086098,-45,1
H,GeezaPro,1.388888889,1.357285039,-21,1
H,Geneva,1.324503311,1.298598776,-29,1
H,Georgia,1.449275362,1.419786766,-30,1
H,GiddyupStd,1.257861635,1.357023159,-7,-4.5
H,GillSans,1.470588235,1.437548279,-32,0.5
H,GujaratiMT,1.515151515,1.484788007,-34,1.5
H,GujaratiSangamMN,1.19760479,1.180331752,-23,0.5
H,GurmukhiMN,1.550387597,1.517378862,-43,0.5
H,GurmukhiSangamMN,1.470588235,1.450327477,-44,0.5
H,Helvetica,1.398601399,1.378190854,-6,0.5
H,HelveticaNeue,1.408450704,1.388134014,-32,0.5
H,Herculanum,1.739130435,1.610751794,-27,3
H,HiraKakuPro-W3,1.315789474,1.298314558,-13,0
H,HiraKakuProN-W3,1.315789474,1.298314558,-13,0
H,HiraKakuStd-W8,1.19760479,1.182450884,-11,0.5
H,HiraKakuStdN-W8,1.19760479,1.182450884,-11,0.5
H,HiraMaruPro-W4,1.265822785,1.260407766,-14,1
H,HiraMaruProN-W4,1.265822785,1.260407766,-14,1
H,HiraMinPro-W3,1.379310345,1.363849566,-11,0.5
H,HiraMinProN-W3,1.379310345,1.363849566,-11,0.5
H,HiraginoSans-W3,1.315789474,1.298314558,-13,0
H,HiraginoSansGB-W3,1.315789474,1.298314558,-13,0
H,HoboStd,1.19760479,1.186206022,-2,0.5
H,HoeflerText-Regular,1.438848921,1.394658692,-2,1
H,ITFDevanagari-Book,1.515151515,1.484788007,-55,1.5
H,ITFDevanagariMarathi-Book,1.515151515,1.484788007,-55,1.5
H,Impact,1.265822785,1.250172339,-26,0
H,InaiMathi,1.515151515,1.495677989,-27,0.5
H,IowanOldStyle-Black,1.438848921,1.389171953,-43,0
H,Kailasa,1.388888889,1.357285039,-14,1
H,KannadaMN,1.550387597,1.5168707,-34,0.5
H,KannadaSangamMN,1.470588235,1.450327477,-41,0.5
H,Kefa-Regular,1.503759398,1.46354013,-36,0
H,KhmerMN,1.739130435,1.700078846,-67,0.5
H,KhmerSangamMN,1.449275362,1.428489768,-60,-2
H,KohinoorBangla-Regular,1.428571429,1.410059006,-48,0.5
H,KohinoorDevanagari-Regular,1.428571429,1.410059006,-48,0.5
H,KohinoorTelugu-Regular,1.428571429,1.410059006,-48,0.5
H,Kokonor,1.098901099,1.370502132,-46,-39
H,KozGoPr6N-Regular,1.315789474,1.298494376,-14,0.5
H,KozGoPro-Regular,1.315789474,1.298494376,-14,0.5
H,KozMinPr6N-Regular,1.360544218,1.328869443,-17,0
H,KozMinPro-Regular,1.360544218,1.328869443,-17,0
H,Krungthep,1.342281879,1.336994856,-34,0.5
H,KufiStandardGK,1.388888889,1.357285039,-27,1
H,LaoMN,1.550387597,1.517378862,-34,0.5
H,LaoSangamMN,1.470588235,1.450327477,-45,0.5
H,LetterGothicStd,1.398601399,1.37754756,-2,1
H,LithosPro-Regular,1.438848921,1.37731798,1,0
H,Lucida Bright Demibold,1.388888889,1.353740375,-28,0.5
H,Lucida Bright Demibold Italic,1.388888889,1.351518297,-28,6.5
H,Lucida Bright Italic,1.388888889,1.351297139,-28,6.5
H,Lucida Bright Regular,1.388888889,1.353377016,-28,1
H,Lucida Sans Demibold,1.388888889,1.357285039,-29,1
H,Lucida Sans Regular,1.388888889,1.357285039,-28,1
H,Lucida Sans Typewriter Bold,1.388888889,1.364795884,-29,0
H,Lucida Sans Typewriter Regular,1.388888889,1.364071561,-29,0.5
H,LucidaBright,1.388888889,1.353377016,-28,1
H,LucidaGrande,1.388888889,1.357285039,-30,1
H,LucidaSans,1.388888889,1.357285039,-28,1
H,Luminari-Regular,1.098901099,1.218172745,-53,5
H,MalayalamMN,1.550387597,1.517378862,-52,0.5
H,MalayalamSangamMN,1.470588235,1.450327477,-17,0.5
H,Marion-Regular,1.515151515,1.481397248,-3,1
H,MarkerFelt-Thin,1.136363636,1.175298302,-13,-1
H,Menlo-Regular,1.379310345,1.359633448,-26,0.5
H,MesquiteStd,1.307189542,1.303533068,-1,0
H,MicrosoftSansSerif,1.398601399,1.384324744,-27,0.5
H,MinionPro-Regular,1.550387597,1.504111734,-9,0
H,Monaco,1.324503311,1.297086098,-29,1
H,MonotypeGurmukhi,1.388888889,1.357285039,-17,1
H,Montserrat-Regular,1.438848921,1.421263326,-37,0
H,Mshtakan,1.515151515,1.484788007,-32,1.5
H,MshtakanBold,1.481481481,1.443884217,-28,0.5
H,MshtakanBoldOblique,1.503759398,1.460703649,-30,1.5
H,MshtakanOblique,1.538461538,1.503372519,-34,-4.5
H,Muna,1.388888889,1.357285039,1,1
H,MunaBlack,1.388888889,1.357285039,1,1
H,MunaBold,1.388888889,1.357285039,1,1
H,MyanmarMN,1.550387597,1.517378862,-47,0.5
H,MyanmarSangamMN,1.470588235,1.450327477,-33,0.5
H,MyriadArabic-Regular,2.083333333,2.058044128,-39,0.5
H,MyriadHebrew-Regular,1.492537313,1.470704313,-10,0.5
H,MyriadPro-Regular,1.492537313,1.471506347,-10,0.5
H,Nadeem,1.388888889,1.357285039,-24,1
H,NewPeninimMT,1.388888889,1.357285039,2,1
H,Noteworthy-Light,1.117318436,1.125474972,-49,1
H,NotoNastaliqUrdu,1.388888889,1.357285039,-158,1
H,NuevaStd-Cond,1.612903226,1.599716912,-9,0
H,OCRAStd,1.290322581,1.290004454,0,0.5
H,Optima-Regular,1.459854015,1.423112574,-31,0.5
H,OratorStd,1.503759398,1.481003851,2,0.5
H,OriyaMN,1.550387597,1.517378862,-34,0.5
H,OriyaSangamMN,1.257861635,1.24021996,-30,0
H,PTMono-Regular,1.438848921,1.412577162,-25,0.5
H,PTSans-Regular,1.438848921,1.40528931,-26,0.5
H,PTSerif-Regular,1.438848921,1.395899657,-41,1
H,Palatino-Roman,1.449275362,1.408397709,-15,0.5
H,Papyrus,1.503759398,1.474158176,-43,1
H,Phosphate-Inline,1.503759398,1.487611505,-40,0.5
H,PingFangHK-Regular,1.408450704,1.391330364,-47,0
H,PingFangSC-Regular,1.408450704,1.391330364,-47,0
H,PingFangTC-Regular,1.408450704,1.391330364,-47,0
H,PlantagenetCherokee,1.470588235,1.431334656,-1,0.5
H,PoplarStd,1.342281879,1.335955608,-2,0.5
H,PrestigeEliteStd-Bd,1.680672269,1.642658376,-7,1
H,Raanana,1.515151515,1.484788007,-6,1.5
H,RaananaBold,1.481481481,1.443884217,-3,0.5
H,Roboto-Regular,1.408450704,1.392625746,-29,0
H,Rockwell-Regular,1.360544218,1.328011744,10,0.5
H,RosewoodStd-Regular,1.333333333,1.328300786,-14,-9.5
H,STHeitiSC-Medium,1.369863014,1.347612508,0,0.5
H,STHeitiTC-Medium,1.369863014,1.347612508,0,0.5
H,STIXGeneral-Regular,1.515151515,1.484381136,-56,0.5
H,STIXIntegralsD-Regular,1.388888889,1.357285039,-195,1
H,STIXIntegralsSm-Regular,1.388888889,1.357285039,-42,1
H,STIXIntegralsUp-Regular,1.388888889,1.357285039,-42,1
H,STIXIntegralsUpD-Regular,1.388888889,1.357285039,-195,1
H,STIXIntegralsUpSm-Regular,1.388888889,1.357285039,-42,1
H,STIXNonUnicode-Regular,1.388888889,1.357285039,-96,1
H,STIXSizeFiveSym-Regular,1.388888889,1.357285039,-30,1
H,STIXSizeFourSym-Regular,1.388888889,1.357285039,-252,1
H,STIXSizeOneSym-Regular,1.388888889,1.357285039,-115,1
H,STIXSizeThreeSym-Regular,1.388888889,1.357285039,-252,1
H,STIXSizeTwoSym-Regular,1.388888889,1.357285039,-183,1
H,STIXVariants-Regular,1.388888889,1.357285039,-42,1
H,STSong,1.587301587,1.529925851,-14,0
H,STSongti-SC-Regular,1.587301587,1.529925851,-45,0
H,Sana,1.388888889,1.357285039,-1,1
H,Sathu,1.324503311,1.298598776,-17,1
H,SavoyeLetPlain,1.470588235,1.471140498,-8,4.5
H,Seravek,1.503759398,1.471667718,-35,1
H,ShreeDev0714,1.360544218,1.344704084,-24,1
H,SignPainter-HouseScript,1.550387597,1.56017636,-16,-19.5
H,Silom,1.342281879,1.336994856,-28,0.5
H,SinhalaMN,1.550387597,1.517378862,-34,0.5
H,SinhalaSangamMN,1.470588235,1.450327477,-48,0.5
H,Skia-Regular,1.538461538,1.501613838,-16,0
H,SnellRoundhand,1.351351351,1.334622192,-30,-52.5
H,StencilStd,1.342281879,1.327682022,1,1
H,SukhumvitSet-Medium,1.492537313,1.472849679,-62,0
H,Superclarendon-Regular,1.351351351,1.330767393,-30,0.5
H,Symbol,1.388888889,1.357285039,6,1
H,Tahoma,1.379310345,1.35818516,-36,0.5
H,TamilMN,1.550387597,1.517378862,-34,0.5
H,TamilSangamMN,1.470588235,1.450327477,-9,0.5
H,TektonPro-Bold,1.550387597,1.50678574,-4,1
H,TeluguMN,1.550387597,1.517378862,-34,0.5
H,TeluguSangamMN,1.369863014,1.349660484,-33,0
H,Thonburi,1.324503311,1.297495346,-40,0.5
H,Times-Roman,1.515151515,1.484788007,-11,1.5
H,TimesNewRomanPS-BoldMT,1.515151515,1.482880242,-32,0.5
H,TimesNewRomanPSMT,1.515151515,1.482508729,-32,0.5
H,TrajanPro-Regular,1.324503311,1.281950371,4,-0.5
H,Trattatello,1.709401709,1.615598282,-91,2
H,Trebuchet-BoldItalic,1.398601399,1.37166371,-28,-6
H,TrebuchetMS,1.398601399,1.375560028,-29,0.5
H,Verdana,1.379310345,1.35818516,-36,0.5
H,Waseem,1.388888889,1.357285039,-20,1
H,WaseemLight,1.388888889,1.357285039,-20,1
H,Webdings,1.075268817,1.261447211,-51,0.5
H,Wingdings-Regular,1.298701299,1.469388249,-38,1
H,Wingdings2,1.290322581,1.618312702,-42,0
H,Wingdings3,1.388888889,1.899762496,-76,0
H,Yantramanav-Regular,1.57480315,1.556239946,-45,0.5
H,ZapfDingbatsITC,1.388888889,1.357285039,-10,1
H,Zapfino,0.766283525,0.787688138,-53,-54.5
I,ACaslonPro-Regular,1.398601399,1.358742545,0,3
I,AGaramondPro-Regular,1.503759398,1.452846117,-6,0
I,AdobeArabic-Regular,2.173913043,2.103309865,-57,1
I,AdobeDevanagari-Regular,1.666666667,1.616004432,-16,1
I,AdobeFanHeitiStd-Bold,1.315789474,1.294155249,-13,1
I,AdobeFangsongStd-Regular,1.360544218,1.32935918,-17,0
I,AdobeGothicStd-Bold,1.307189542,1.289151574,-13,0
I,AdobeHebrew-Regular,1.515151515,1.469420142,-6,0.5
I,AdobeHeitiStd-Regular,1.315789474,1.294155249,-13,1
I,AdobeKaitiStd-Regular,1.360544218,1.328869443,-17,1
I,AdobeMingStd-Light,1.369863014,1.353526288,-19,0.5
I,AdobeMyungjoStd-Medium,1.398601399,1.369850432,-20,0
I,AdobeNaskh-Medium,2.173913043,2.10559556,-24,0
I,AdobeSongStd-Light,1.6,1.551189852,-36,0.5
I,AlBayan,1.388888889,1.357285039,-34,0.5
I,AlNile,1.388888889,1.357285039,-12,0.5
I,AlTarikh,1.388888889,1.357285039,25,0.5
I,AmericanTypewriter,1.481481481,1.449054543,-33,0
I,AndaleMono,1.459854015,1.438215154,-30,1
I,Apple-Chancery,1.492537313,1.370502132,-56,-5
I,AppleBraille,1.324503311,1.297086098,-1,1
I,AppleColorEmoji,1.324503311,1.297086098,-29,1
I,AppleGothic,1.282051282,1.267837982,-13,0
I,AppleMyungjo,1.388888889,1.360017343,-18,0
I,AppleSDGothicNeo-Regular,1.492537313,1.475586221,-20,0.5
I,AppleSymbols,1.869158879,1.830990553,-21,0
I,Arial-Black,1.398601399,1.382812535,-52,1
I,ArialHebrew,1.388888889,1.357285039,2,0.5
I,ArialHebrewScholar,1.388888889,1.357285039,2,0.5
I,ArialMT,1.398601399,1.384324744,-25,-0.5
I,ArialNarrow,1.398601399,1.384324744,-29,0
I,ArialRoundedMTBold,1.351351351,1.359660112,-32,1
I,ArialUnicodeMS,1.398601399,1.384324744,-48,0
I,Athelas-Regular,1.526717557,1.482612102,-32,0.5
I,Avenir-Black,1.418439716,1.402208199,-39,0
I,AvenirNext-Regular,1.418439716,1.402208199,-39,0
I,AvenirNextCondensed-Regular,1.418439716,1.404325479,-40,1
I,Ayuthaya,1.324503311,1.296293642,-38,1
I,Baghdad,1.388888889,1.357285039,-24,0.5
I,BanglaMN,1.360544218,1.331138612,-39,0.5
I,BanglaSangamMN,1.470588235,1.450327477,-17,1
I,Baskerville,1.515151515,1.465791626,-31,0.5
I,Beirut,1.388888889,1.357285039,-3,0.5
I,BigCaslon-Medium,1.398601399,1.375987339,-28,1.5
I,BirchStd,1.342281879,1.342281879,0,0.5
I,BlackoakStd,1.342281879,1.33292108,0,0.5
I,BodoniOrnamentsITCTT,1.030927835,1.079973518,-24,0
I,BodoniSvtyTwoITCTT-Book,1.449275362,1.402761642,-31,0.5
I,BodoniSvtyTwoOSITCTT-Book,1.449275362,1.402761642,-31,0.5
I,BodoniSvtyTwoSCITCTT-Book,1.449275362,1.402761642,-31,0.5
I,BradleyHandITCTT-Bold,1.886792453,1.743291476,-53,1
I,BrushScriptMT,1.492537313,1.403977306,-30,-3.5
I,BrushScriptStd,1.379310345,1.317108169,2,-15
I,Chalkboard,1.503759398,1.444606263,-41,0.5
I,ChalkboardSE-Regular,1.503759398,1.445019118,-62,0.5
I,Chalkduster,1.360544218,1.243826212,-27,-2.5
I,Champagne&Limousines,1.449275362,1.426650747,-18,0.5
I,ChaparralPro-Regular,1.538461538,1.51260868,-13,-0.5
I,CharlemagneStd-Bold,1.418439716,1.305029995,8,0
I,Charter-Black,1.492537313,1.467157678,-43,1
I,Cochin,1.526717557,1.493294713,-36,0.5
I,ComicSansMS,1.342281879,1.274499992,-45,0
I,CooperBlackStd,1.379310345,1.370519828,1,1
I,Copperplate,1.904761905,1.866773092,-42,0.5
I,CorsivaHebrew,1.388888889,1.357285039,16,0.5
I,Courier,1.739130435,1.704041755,-28,0.5
I,CourierNewPS-BoldMT,1.694915254,1.664818891,-38,0.5
I,CourierNewPSMT,1.754385965,1.72378469,-43,1
I,DINAlternate-Bold,1.408450704,1.40062026,-31,0
I,DINCondensed-Bold,1.408450704,1.40062026,1,1
I,Damascus,1.388888889,1.357285039,22,0.5
I,DamascusBold,1.388888889,1.357285039,22,0.5
I,DamascusLight,1.388888889,1.357285039,22,0.5
I,DamascusMedium,1.388888889,1.357285039,22,0.5
I,DamascusSemiBold,1.388888889,1.357285039,22,0.5
I,DecoTypeNaskh,1.388888889,1.357285039,-59,0.5
I,DevanagariMT,1.515151515,1.484788007,-37,1
I,DevanagariSangamMN,1.470588235,1.450327477,-34,0.5
I,Didot,1.408450704,1.378915942,-29,1
I,DiwanKufi,1.388888889,1.357285039,-88,0.5
I,DiwanMishafi,1.388888889,1.357285039,-6,0.5
I,DiwanMishafiGold,1.388888889,1.357285039,-6,0.5
I,DiwanThuluth,1.388888889,1.357285039,-36,0.5
I,EuphemiaUCAS,1.315789474,1.292772758,-41,0.5
I,Farah,1.388888889,1.357285039,-2,0.5
I,Farisi,1.388888889,1.357285039,-49,0.5
I,Futura-Medium,1.333333333,1.29743116,-34,0.5
I,GB18030Bitmap,1.324503311,1.297086098,-45,1
I,GeezaPro,1.388888889,1.357285039,-21,0.5
I,Geneva,1.324503311,1.298598776,-29,0
I,Georgia,1.449275362,1.419786766,-30,0
I,GiddyupStd,1.470588235,1.357023159,0,4
I,GillSans,1.470588235,1.437548279,-32,0
I,GujaratiMT,1.515151515,1.484788007,-34,1
I,GujaratiSangamMN,1.19760479,1.180331752,-23,0.5
I,GurmukhiMN,1.550387597,1.517378862,-43,0.5
I,GurmukhiSangamMN,1.470588235,1.450327477,-44,1
I,Helvetica,1.398601399,1.378190854,-6,-2.5
I,HelveticaNeue,1.408450704,1.388134014,-32,0.5
I,Herculanum,1.652892562,1.610751794,-34,2
I,HiraKakuPro-W3,1.315789474,1.298314558,-13,0
I,HiraKakuProN-W3,1.315789474,1.298314558,-13,0
I,HiraKakuStd-W8,1.19760479,1.182450884,-11,1
I,HiraKakuStdN-W8,1.19760479,1.182450884,-11,1
I,HiraMaruPro-W4,1.265822785,1.260407766,-14,1
I,HiraMaruProN-W4,1.265822785,1.260407766,-14,1
I,HiraMinPro-W3,1.379310345,1.363849566,-11,0.5
I,HiraMinProN-W3,1.379310345,1.363849566,-11,0.5
I,HiraginoSans-W3,1.315789474,1.298314558,-13,0
I,HiraginoSansGB-W3,1.315789474,1.298314558,-13,0
I,HoboStd,1.204819277,1.186206022,-1,-0.5
I,HoeflerText-Regular,1.438848921,1.394658692,-2,1
I,ITFDevanagari-Book,1.515151515,1.484788007,-55,1
I,ITFDevanagariMarathi-Book,1.515151515,1.484788007,-55,1
I,Impact,1.265822785,1.250172339,-26,0.5
I,InaiMathi,1.515151515,1.495677989,-27,0.5
I,IowanOldStyle-Black,1.438848921,1.389171953,-43,0.5
I,Kailasa,1.388888889,1.357285039,-14,0.5
I,KannadaMN,1.550387597,1.5168707,-34,0.5
I,KannadaSangamMN,1.470588235,1.450327477,-41,1
I,Kefa-Regular,1.503759398,1.46354013,-36,1
I,KhmerMN,1.739130435,1.700078846,-67,0.5
I,KhmerSangamMN,1.449275362,1.428489768,-60,-2.5
I,KohinoorBangla-Regular,1.428571429,1.410059006,-48,1
I,KohinoorDevanagari-Regular,1.428571429,1.410059006,-48,1
I,KohinoorTelugu-Regular,1.428571429,1.410059006,-48,1
I,Kokonor,1.492537313,1.370502132,-45,-5
I,KozGoPr6N-Regular,1.315789474,1.298494376,-14,0.5
I,KozGoPro-Regular,1.315789474,1.298494376,-14,0.5
I,KozMinPr6N-Regular,1.360544218,1.328869443,-17,1
I,KozMinPro-Regular,1.360544218,1.328869443,-17,1
I,Krungthep,1.342281879,1.336994856,-34,1
I,KufiStandardGK,1.388888889,1.357285039,-27,0.5
I,LaoMN,1.550387597,1.517378862,-34,0.5
I,LaoSangamMN,1.470588235,1.450327477,-45,1
I,LetterGothicStd,1.398601399,1.37754756,-2,1
I,LithosPro-Regular,1.438848921,1.37731798,1,1
I,Lucida Bright Demibold,1.388888889,1.353740375,-28,0.5
I,Lucida Bright Demibold Italic,1.388888889,1.351518297,-28,6
I,Lucida Bright Italic,1.388888889,1.351297139,-28,7.5
I,Lucida Bright Regular,1.388888889,1.353377016,-28,0.5
I,Lucida Sans Demibold,1.388888889,1.357285039,-29,0.5
I,Lucida Sans Regular,1.388888889,1.357285039,-28,0.5
I,Lucida Sans Typewriter Bold,1.388888889,1.364795884,-29,0.5
I,Lucida Sans Typewriter Regular,1.388888889,1.364071561,-29,0
I,LucidaBright,1.388888889,1.353377016,-28,0.5
I,LucidaGrande,1.388888889,1.357285039,-30,0.5
I,LucidaSans,1.388888889,1.357285039,-28,0.5
I,Luminari-Regular,1.369863014,1.218172745,-21,2
I,MalayalamMN,1.550387597,1.517378862,-52,0.5
I,MalayalamSangamMN,1.470588235,1.450327477,-17,1
I,Marion-Regular,1.515151515,1.481397248,-3,0
I,MarkerFelt-Thin,1.212121212,1.175298302,-5,0
I,Menlo-Regular,1.379310345,1.359633448,-26,1
I,MesquiteStd,1.307189542,1.303533068,-1,0.5
I,MicrosoftSansSerif,1.398601399,1.384324744,-27,0
I,MinionPro-Regular,1.550387597,1.504111734,-9,0
I,Monaco,1.324503311,1.297086098,-29,1
I,MonotypeGurmukhi,1.388888889,1.357285039,-17,0.5
I,Montserrat-Regular,1.438848921,1.421263326,-37,0.5
I,Mshtakan,1.515151515,1.484788007,-32,1
I,MshtakanBold,1.481481481,1.443884217,-28,1.5
I,MshtakanBoldOblique,1.503759398,1.460703649,-30,0
I,MshtakanOblique,1.538461538,1.503372519,-34,-6
I,Muna,1.388888889,1.357285039,1,0.5
I,MunaBlack,1.388888889,1.357285039,1,0.5
I,MunaBold,1.388888889,1.357285039,1,0.5
I,MyanmarMN,1.550387597,1.517378862,-47,0.5
I,MyanmarSangamMN,1.470588235,1.450327477,-33,1
I,MyriadArabic-Regular,2.083333333,2.058044128,-39,0.5
I,MyriadHebrew-Regular,1.492537313,1.470704313,-10,0.5
I,MyriadPro-Regular,1.492537313,1.471506347,-10,0.5
I,Nadeem,1.388888889,1.357285039,-24,0.5
I,NewPeninimMT,1.388888889,1.357285039,2,0.5
I,Noteworthy-Light,1.183431953,1.125474972,-46,1
I,NotoNastaliqUrdu,1.388888889,1.357285039,-158,0.5
I,NuevaStd-Cond,1.612903226,1.599716912,-9,1
I,OCRAStd,1.290322581,1.290004454,0,0.5
I,Optima-Regular,1.459854015,1.423112574,-31,1
I,OratorStd,1.503759398,1.481003851,2,0.5
I,OriyaMN,1.550387597,1.517378862,-34,0.5
I,OriyaSangamMN,1.257861635,1.24021996,-30,0.5
I,PTMono-Regular,1.438848921,1.412577162,-25,0.5
I,PTSans-Regular,1.438848921,1.40528931,-26,0.5
I,PTSerif-Regular,1.438848921,1.395899657,-41,0.5
I,Palatino-Roman,1.449275362,1.408397709,-15,1.5
I,Papyrus,1.492537313,1.474158176,-43,0
I,Phosphate-Inline,1.503759398,1.487611505,-40,0.5
I,PingFangHK-Regular,1.408450704,1.391330364,-47,0.5
I,PingFangSC-Regular,1.408450704,1.391330364,-47,0.5
I,PingFangTC-Regular,1.408450704,1.391330364,-47,0.5
I,PlantagenetCherokee,1.470588235,1.431334656,-1,0.5
I,PoplarStd,1.342281879,1.335955608,-2,0.5
I,PrestigeEliteStd-Bd,1.680672269,1.642658376,-7,1
I,Raanana,1.515151515,1.484788007,-6,1
I,RaananaBold,1.481481481,1.443884217,-3,1.5
I,Roboto-Regular,1.408450704,1.392625746,-29,0.5
I,Rockwell-Regular,1.360544218,1.328011744,10,1
I,RosewoodStd-Regular,1.333333333,1.328300786,-14,-9.5
I,STHeitiSC-Medium,1.369863014,1.347612508,0,1
I,STHeitiTC-Medium,1.369863014,1.347612508,0,1
I,STIXGeneral-Regular,1.515151515,1.484381136,-56,0
I,STIXIntegralsD-Regular,1.388888889,1.357285039,-195,0.5
I,STIXIntegralsSm-Regular,1.388888889,1.357285039,-42,0.5
I,STIXIntegralsUp-Regular,1.388888889,1.357285039,-42,0.5
I,STIXIntegralsUpD-Regular,1.388888889,1.357285039,-195,0.5
I,STIXIntegralsUpSm-Regular,1.388888889,1.357285039,-42,0.5
I,STIXNonUnicode-Regular,1.388888889,1.357285039,-96,0.5
I,STIXSizeFiveSym-Regular,1.388888889,1.357285039,-30,0.5
