letter,font,scale_y_letter,scale_y_font,scale_offset_y,scale_offset_x
M,WaseemLight,1.388888889,1.357285039,-20,0.5
M,Webdings,1.234567901,1.261447211,-51,0.5
M,Wingdings-Regular,1.315789474,1.469388249,-38,-6.5
M,Wingdings2,1.298701299,1.618312702,-42,0
M,Wingdings3,1.388888889,1.899762496,-76,0
M,Yantramanav-Regular,1.57480315,1.556239946,-45,0.5
M,ZapfDingbatsITC,1.388888889,1.357285039,-10,0.5
M,Zapfino,0.743494424,0.787688138,-76,-11.5
N,ACaslonPro-Regular,1.379310345,1.358742545,-3,2.5
N,AGaramondPro-Regular,1.470588235,1.452846117,-10,1.5
N,AdobeArabic-Regular,2.127659574,2.103309865,-61,0.5
N,AdobeDevanagari-Regular,1.639344262,1.616004432,-19,1
N,AdobeFanHeitiStd-Bold,1.315789474,1.294155249,-13,1
N,AdobeFangsongStd-Regular,1.342281879,1.32935918,-20,0.5
N,AdobeGothicStd-Bold,1.307189542,1.289151574,-13,1
N,AdobeHebrew-Regular,1.492537313,1.469420142,-9,1.5
N,AdobeHeitiStd-Regular,1.315789474,1.294155249,-13,1
N,AdobeKaitiStd-Regular,1.342281879,1.328869443,-20,0.5
N,AdobeMingStd-Light,1.369863014,1.353526288,-19,1
N,AdobeMyungjoStd-Medium,1.388888889,1.369850432,-22,0
N,AdobeNaskh-Medium,2.173913043,2.10559556,-25,0.5
N,AdobeSongStd-Light,1.57480315,1.551189852,-39,-1
N,AlBayan,1.388888889,1.357285039,-34,0.5
N,AlNile,1.388888889,1.357285039,-12,0.5
N,AlTarikh,1.388888889,1.357285039,25,0.5
N,AmericanTypewriter,1.449275362,1.449054543,-36,-0.5
N,AndaleMono,1.459854015,1.438215154,-30,0
N,Apple-Chancery,1.098901099,1.370502132,-57,-45.5
N,AppleBraille,1.324503311,1.297086098,-1,1
N,AppleColorEmoji,1.324503311,1.297086098,-29,1
N,AppleGothic,1.282051282,1.267837982,-13,0.5
N,AppleMyungjo,1.388888889,1.360017343,-18,0.5
N,AppleSDGothicNeo-Regular,1.492537313,1.475586221,-20,0.5
N,AppleSymbols,1.869158879,1.830990553,-21,0.5
N,Arial-Black,1.398601399,1.382812535,-52,0
N,ArialHebrew,1.388888889,1.357285039,2,0.5
N,ArialHebrewScholar,1.388888889,1.357285039,2,0.5
N,ArialMT,1.398601399,1.384324744,-25,1
N,ArialNarrow,1.398601399,1.384324744,-29,2
N,ArialRoundedMTBold,1.351351351,1.359660112,-32,0.5
N,ArialUnicodeMS,1.398601399,1.384324744,-48,1
N,Athelas-Regular,1.503759398,1.482612102,-34,0.5
N,Avenir-Black,1.418439716,1.402208199,-39,0.5
N,AvenirNext-Regular,1.418439716,1.402208199,-39,0.5
N,AvenirNextCondensed-Regular,1.418439716,1.404325479,-40,1
N,Ayuthaya,1.324503311,1.296293642,-38,1
N,Baghdad,1.388888889,1.357285039,-24,0.5
N,BanglaMN,1.324503311,1.331138612,-44,0.5
N,BanglaSangamMN,1.470588235,1.450327477,-17,0.5
N,Baskerville,1.481481481,1.465791626,-36,-0.5
N,Beirut,1.388888889,1.357285039,-3,0.5
N,BigCaslon-Medium,1.388888889,1.375987339,-29,-0.5
N,BirchStd,1.342281879,1.342281879,0,0.5
N,BlackoakStd,1.342281879,1.33292108,0,0.5
N,BodoniOrnamentsITCTT,1.025641026,1.079973518,-27,-3.5
N,BodoniSvtyTwoITCTT-Book,1.428571429,1.402761642,-34,3.5
N,BodoniSvtyTwoOSITCTT-Book,1.428571429,1.402761642,-34,3.5
N,BodoniSvtyTwoSCITCTT-Book,1.428571429,1.402761642,-34,3.5
N,BradleyHandITCTT-Bold,1.769911504,1.743291476,-63,-5
N,BrushScriptMT,1.398601399,1.403977306,-40,-2
N,BrushScriptStd,1.315789474,1.317108169,-6,-13
N,Chalkboard,1.408450704,1.444606263,-47,2
N,ChalkboardSE-Regular,1.408450704,1.445019118,-69,3
N,Chalkduster,1.290322581,1.243826212,-35,-5.5
N,Champagne&Limousines,1.449275362,1.426650747,-18,0
N,ChaparralPro-Regular,1.526717557,1.51260868,-15,0
N,CharlemagneStd-Bold,1.324503311,1.305029995,-4,-0.5
N,Charter-Black,1.492537313,1.467157678,-43,0.5
N,Cochin,1.503759398,1.493294713,-38,0.5
N,ComicSansMS,1.257861635,1.274499992,-50,-1.5
N,CooperBlackStd,1.379310345,1.370519828,1,1
N,Copperplate,1.904761905,1.866773092,-42,0.5
N,CorsivaHebrew,1.388888889,1.357285039,16,0.5
N,Courier,1.709401709,1.704041755,-31,3
N,CourierNewPS-BoldMT,1.694915254,1.664818891,-38,3
N,CourierNewPSMT,1.754385965,1.72378469,-43,3.5
N,DINAlternate-Bold,1.408450704,1.40062026,-31,0.5
N,DINCondensed-Bold,1.408450704,1.40062026,1,0.5
N,Damascus,1.388888889,1.357285039,22,0.5
N,DamascusBold,1.388888889,1.357285039,22,0.5
N,DamascusLight,1.388888889,1.357285039,22,0.5
N,DamascusMedium,1.388888889,1.357285039,22,0.5
N,DamascusSemiBold,1.388888889,1.357285039,22,0.5
N,DecoTypeNaskh,1.388888889,1.357285039,-59,0.5
N,DevanagariMT,1.481481481,1.484788007,-41,1
N,DevanagariSangamMN,1.470588235,1.450327477,-34,0.5
N,Didot,1.379310345,1.378915942,-33,1
N,DiwanKufi,1.388888889,1.357285039,-88,0.5
N,DiwanMishafi,1.388888889,1.357285039,-6,0.5
N,DiwanMishafiGold,1.388888889,1.357285039,-6,0.5
N,DiwanThuluth,1.388888889,1.357285039,-36,0.5
N,EuphemiaUCAS,1.315789474,1.292772758,-41,1
N,Farah,1.388888889,1.357285039,-2,0.5
N,Farisi,1.388888889,1.357285039,-49,0.5
N,Futura-Medium,1.183431953,1.29743116,-46,0
N,GB18030Bitmap,1.324503311,1.297086098,-45,1
N,GeezaPro,1.388888889,1.357285039,-21,0.5
N,Geneva,1.324503311,1.298598776,-29,0.5
N,Georgia,1.428571429,1.419786766,-32,0
N,GiddyupStd,1.176470588,1.357023159,5,4.5
N,GillSans,1.470588235,1.437548279,-32,-1
N,GujaratiMT,1.481481481,1.484788007,-38,1
N,GujaratiSangamMN,1.19760479,1.180331752,-23,0.5
N,GurmukhiMN,1.515151515,1.517378862,-48,0.5
N,GurmukhiSangamMN,1.470588235,1.450327477,-44,0.5
N,Helvetica,1.398601399,1.378190854,-6,0.5
N,HelveticaNeue,1.408450704,1.388134014,-32,0
N,Herculanum,1.694915254,1.610751794,-32,10
N,HiraKakuPro-W3,1.315789474,1.298314558,-13,1
N,HiraKakuProN-W3,1.315789474,1.298314558,-13,1
N,HiraKakuStd-W8,1.19760479,1.182450884,-11,0.5
N,HiraKakuStdN-W8,1.19760479,1.182450884,-11,0.5
N,HiraMaruPro-W4,1.265822785,1.260407766,-14,1
N,HiraMaruProN-W4,1.265822785,1.260407766,-14,1
N,HiraMinPro-W3,1.379310345,1.363849566,-12,1.5
N,HiraMinProN-W3,1.379310345,1.363849566,-12,1.5
N,HiraginoSans-W3,1.315789474,1.298314558,-13,1
N,HiraginoSansGB-W3,1.315789474,1.298314558,-13,1
N,HoboStd,1.19760479,1.186206022,-2,0.5
N,HoeflerText-Regular,1.408450704,1.394658692,-7,-1
N,ITFDevanagari-Book,1.481481481,1.484788007,-59,1
N,ITFDevanagariMarathi-Book,1.481481481,1.484788007,-59,1
N,Impact,1.265822785,1.250172339,-26,1
N,InaiMathi,1.515151515,1.495677989,-27,0.5
N,IowanOldStyle-Black,1.428571429,1.389171953,-45,1.5
N,Kailasa,1.388888889,1.357285039,-14,0.5
N,KannadaMN,1.515151515,1.5168707,-38,0.5
N,KannadaSangamMN,1.470588235,1.450327477,-41,0.5
N,Kefa-Regular,1.492537313,1.46354013,-38,0.5
N,KhmerMN,1.694915254,1.700078846,-72,0.5
N,KhmerSangamMN,1.449275362,1.428489768,-60,-2
N,KohinoorBangla-Regular,1.428571429,1.410059006,-48,1
N,KohinoorDevanagari-Regular,1.428571429,1.410059006,-48,1
N,KohinoorTelugu-Regular,1.428571429,1.410059006,-48,1
N,Kokonor,1.098901099,1.370502132,-46,-45.5
N,KozGoPr6N-Regular,1.315789474,1.298494376,-14,0.5
N,KozGoPro-Regular,1.315789474,1.298494376,-14,0.5
N,KozMinPr6N-Regular,1.342281879,1.328869443,-20,0.5
N,KozMinPro-Regular,1.342281879,1.328869443,-20,0.5
N,Krungthep,1.342281879,1.336994856,-34,0
N,KufiStandardGK,1.388888889,1.357285039,-27,0.5
N,LaoMN,1.515151515,1.517378862,-39,0.5
N,LaoSangamMN,1.470588235,1.450327477,-45,0.5
N,LetterGothicStd,1.379310345,1.37754756,-4,-1
N,LithosPro-Regular,1.315789474,1.37731798,-5,0.5
N,Lucida Bright Demibold,1.369863014,1.353740375,-31,3
N,Lucida Bright Demibold Italic,1.369863014,1.351518297,-30,6.5
N,Lucida Bright Italic,1.369863014,1.351297139,-31,6.5
N,Lucida Bright Regular,1.369863014,1.353377016,-31,1
N,Lucida Sans Demibold,1.388888889,1.357285039,-29,0.5
N,Lucida Sans Regular,1.388888889,1.357285039,-28,0.5
N,Lucida Sans Typewriter Bold,1.388888889,1.364795884,-29,0.5
N,Lucida Sans Typewriter Regular,1.388888889,1.364071561,-29,0.5
N,LucidaBright,1.369863014,1.353377016,-31,1
N,LucidaGrande,1.388888889,1.357285039,-30,0.5
N,LucidaSans,1.388888889,1.357285039,-28,0.5
N,Luminari-Regular,1.369863014,1.218172745,-21,2.5
N,MalayalamMN,1.515151515,1.517378862,-57,0.5
N,MalayalamSangamMN,1.470588235,1.450327477,-17,0.5
N,Marion-Regular,1.481481481,1.481397248,-7,-0.5
N,MarkerFelt-Thin,1.169590643,1.175298302,-8,-3
N,Menlo-Regular,1.379310345,1.359633448,-26,8.5
N,MesquiteStd,1.307189542,1.303533068,-1,0
N,MicrosoftSansSerif,1.398601399,1.384324744,-27,0.5
N,MinionPro-Regular,1.526717557,1.504111734,-12,1
N,Monaco,1.324503311,1.297086098,-29,1
N,MonotypeGurmukhi,1.388888889,1.357285039,-17,0.5
N,Montserrat-Regular,1.438848921,1.421263326,-37,0
N,Mshtakan,1.481481481,1.484788007,-36,1
N,MshtakanBold,1.438848921,1.443884217,-34,1
N,MshtakanBoldOblique,1.459854015,1.460703649,-35,0.5
N,MshtakanOblique,1.492537313,1.503372519,-39,-5.5
N,Muna,1.388888889,1.357285039,1,0.5
N,MunaBlack,1.388888889,1.357285039,1,0.5
N,MunaBold,1.388888889,1.357285039,1,0.5
N,MyanmarMN,1.515151515,1.517378862,-52,0.5
N,MyanmarSangamMN,1.470588235,1.450327477,-33,0.5
N,MyriadArabic-Regular,2.083333333,2.058044128,-39,0.5
N,MyriadHebrew-Regular,1.492537313,1.470704313,-10,0.5
N,MyriadPro-Regular,1.492537313,1.471506347,-10,0.5
N,Nadeem,1.388888889,1.357285039,-24,0.5
N,NewPeninimMT,1.388888889,1.357285039,2,0.5
N,Noteworthy-Light,1.176470588,1.125474972,-43,-5
N,NotoNastaliqUrdu,1.388888889,1.357285039,-158,0.5
N,NuevaStd-Cond,1.6,1.599716912,-11,1
N,OCRAStd,1.282051282,1.290004454,-1,0.5
N,Optima-Regular,1.408450704,1.423112574,-35,0.5
N,OratorStd,1.503759398,1.481003851,2,0.5
N,OriyaMN,1.515151515,1.517378862,-39,0.5
N,OriyaSangamMN,1.257861635,1.24021996,-30,0
N,PTMono-Regular,1.438848921,1.412577162,-25,1
N,PTSans-Regular,1.379310345,1.40528931,-30,1
N,PTSerif-Regular,1.408450704,1.395899657,-45,0
N,Palatino-Roman,1.408450704,1.408397709,-20,2
N,Papyrus,1.492537313,1.474158176,-43,0
N,Phosphate-Inline,1.503759398,1.487611505,-40,0.5
N,PingFangHK-Regular,1.408450704,1.391330364,-47,0.5
N,PingFangSC-Regular,1.408450704,1.391330364,-47,0.5
N,PingFangTC-Regular,1.408450704,1.391330364,-47,0.5
N,PlantagenetCherokee,1.459854015,1.431334656,-3,1
N,PoplarStd,1.342281879,1.335955608,-2,0
N,PrestigeEliteStd-Bd,1.680672269,1.642658376,-7,1
N,Raanana,1.481481481,1.484788007,-10,1
N,RaananaBold,1.438848921,1.443884217,-9,1
N,Roboto-Regular,1.408450704,1.392625746,-29,0
N,Rockwell-Regular,1.342281879,1.328011744,7,0.5
N,RosewoodStd-Regular,1.333333333,1.328300786,-14,-9
N,STHeitiSC-Medium,1.369863014,1.347612508,0,1
N,STHeitiTC-Medium,1.369863014,1.347612508,0,1
N,STIXGeneral-Regular,1.481481481,1.484381136,-60,1
N,STIXIntegralsD-Regular,1.388888889,1.357285039,-195,0.5
N,STIXIntegralsSm-Regular,1.388888889,1.357285039,-42,0.5
N,STIXIntegralsUp-Regular,1.388888889,1.357285039,-42,0.5
N,STIXIntegralsUpD-Regular,1.388888889,1.357285039,-195,0.5
N,STIXIntegralsUpSm-Regular,1.388888889,1.357285039,-42,0.5
N,STIXNonUnicode-Regular,1.388888889,1.357285039,-96,0.5
N,STIXSizeFiveSym-Regular,1.388888889,1.357285039,-30,0.5
N,STIXSizeFourSym-Regular,1.388888889,1.357285039,-252,0.5
N,STIXSizeOneSym-Regular,1.388888889,1.357285039,-115,0.5
N,STIXSizeThreeSym-Regular,1.388888889,1.357285039,-252,0.5
N,STIXSizeTwoSym-Regular,1.388888889,1.357285039,-183,0.5
N,STIXVariants-Regular,1.388888889,1.357285039,-42,0.5
N,STSong,1.5625,1.529925851,-17,6.5
N,STSongti-SC-Regular,1.5625,1.529925851,-48,5
N,Sana,1.388888889,1.357285039,-1,0.5
N,Sathu,1.324503311,1.298598776,-17,0.5
N,SavoyeLetPlain,1.526717557,1.471140498,-1,-1.5
N,Seravek,1.503759398,1.471667718,-35,0.5
N,ShreeDev0714,1.360544218,1.344704084,-24,0.5
N,SignPainter-HouseScript,1.57480315,1.56017636,-14,-15.5
N,Silom,1.342281879,1.336994856,-28,0
N,SinhalaMN,1.515151515,1.517378862,-39,0.5
N,SinhalaSangamMN,1.470588235,1.450327477,-48,0.5
N,Skia-Regular,1.515151515,1.501613838,-17,1
N,SnellRoundhand,1.388888889,1.334622192,-28,-39.5
N,StencilStd,1.342281879,1.327682022,1,0.5
N,SukhumvitSet-Medium,1.492537313,1.472849679,-62,0.5
N,Superclarendon-Regular,1.351351351,1.330767393,-30,-0.5
N,Symbol,1.388888889,1.357285039,6,0.5
N,Tahoma,1.379310345,1.35818516,-36,0.5
N,TamilMN,1.515151515,1.517378862,-39,0.5
N,TamilSangamMN,1.470588235,1.450327477,-9,0.5
N,TektonPro-Bold,1.515151515,1.50678574,-4,0.5
N,TeluguMN,1.515151515,1.517378862,-39,0.5
N,TeluguSangamMN,1.369863014,1.349660484,-33,0
N,Thonburi,1.324503311,1.297495346,-40,1
N,Times-Roman,1.481481481,1.484788007,-15,1
N,TimesNewRomanPS-BoldMT,1.481481481,1.482880242,-37,1.5
N,TimesNewRomanPSMT,1.481481481,1.482508729,-36,4
N,TrajanPro-Regular,1.290322581,1.281950371,2,2
N,Trattatello,1.652892562,1.615598282,-99,-0.5
N,Trebuchet-BoldItalic,1.379310345,1.37166371,-31,-6
N,TrebuchetMS,1.379310345,1.375560028,-32,0.5
N,Verdana,1.379310345,1.35818516,-36,0.5
N,Waseem,1.388888889,1.357285039,-20,0.5
N,WaseemLight,1.388888889,1.357285039,-20,0.5
N,Webdings,2.150537634,1.261447211,23,0.5
N,Wingdings-Regular,1.315789474,1.469388249,-38,0.5
N,Wingdings2,1.257861635,1.618312702,-40,0
N,Wingdings3,1.388888889,1.899762496,-76,0
N,Yantramanav-Regular,1.57480315,1.556239946,-45,0.5
N,ZapfDingbatsITC,1.388888889,1.357285039,-10,0.5
N,Zapfino,0.74906367,0.787688138,-54,-60
O,ACaslonPro-Regular,1.360544218,1.358742545,-4,0.5
O,AGaramondPro-Regular,1.438848921,1.452846117,-10,1
O,AdobeArabic-Regular,2.06185567,2.103309865,-62,0.5
O,AdobeDevanagari-Regular,1.587301587,1.616004432,-21,0
O,AdobeFanHeitiStd-Bold,1.265822785,1.294155249,-16,0
O,AdobeFangsongStd-Regular,1.307189542,1.32935918,-21,0.5
O,AdobeGothicStd-Bold,1.257861635,1.289151574,-16,1
O,AdobeHebrew-Regular,1.449275362,1.469420142,-11,0
O,AdobeHeitiStd-Regular,1.265822785,1.294155249,-16,0
O,AdobeKaitiStd-Regular,1.307189542,1.328869443,-21,0.5
O,AdobeMingStd-Light,1.315789474,1.353526288,-23,1
O,AdobeMyungjoStd-Medium,1.324503311,1.369850432,-25,2
O,AdobeNaskh-Medium,2.083333333,2.10559556,-29,1
O,AdobeSongStd-Light,1.526717557,1.551189852,-41,1
O,AlBayan,1.315789474,1.357285039,-39,0.5
O,AlNile,1.315789474,1.357285039,-17,0.5
O,AlTarikh,1.315789474,1.357285039,20,0.5
O,AmericanTypewriter,1.408450704,1.449054543,-38,0.5
O,AndaleMono,1.398601399,1.438215154,-34,0.5
O,Apple-Chancery,1.438848921,1.370502132,-59,-9.5
O,AppleBraille,1.25,1.297086098,-7,0.5
O,AppleColorEmoji,1.25,1.297086098,-35,0.5
O,AppleGothic,1.234567901,1.267837982,-17,1
O,AppleMyungjo,1.324503311,1.360017343,-23,1
O,AppleSDGothicNeo-Regular,1.449275362,1.475586221,-23,0.5
O,AppleSymbols,1.754385965,1.830990553,-27,1
O,Arial-Black,1.351351351,1.382812535,-56,0.5
O,ArialHebrew,1.315789474,1.357285039,-3,0.5
O,ArialHebrewScholar,1.315789474,1.357285039,-3,0.5
O,ArialMT,1.351351351,1.384324744,-29,0.5
O,ArialNarrow,1.351351351,1.384324744,-33,-0.5
O,ArialRoundedMTBold,1.351351351,1.359660112,-32,1
O,ArialUnicodeMS,1.351351351,1.384324744,-52,0.5
O,Athelas-Regular,1.481481481,1.482612102,-34,0.5
O,Avenir-Black,1.342281879,1.402208199,-44,0
O,AvenirNext-Regular,1.342281879,1.402208199,-44,0.5
O,AvenirNextCondensed-Regular,1.351351351,1.404325479,-45,0.5
O,Ayuthaya,1.242236025,1.296293642,-44,0.5
O,Baghdad,1.315789474,1.357285039,-29,0.5
O,BanglaMN,1.298701299,1.331138612,-44,0.5
O,BanglaSangamMN,1.398601399,1.450327477,-22,0.5
O,Baskerville,1.459854015,1.465791626,-35,0.5
O,Beirut,1.315789474,1.357285039,-8,1
O,BigCaslon-Medium,1.369863014,1.375987339,-30,0
O,BirchStd,1.342281879,1.342281879,0,0.5
O,BlackoakStd,1.342281879,1.33292108,0,0
O,BodoniOrnamentsITCTT,1.075268817,1.079973518,-25,-1
O,BodoniSvtyTwoITCTT-Book,1.398601399,1.402761642,-35,0
O,BodoniSvtyTwoOSITCTT-Book,1.398601399,1.402761642,-35,0
O,BodoniSvtyTwoSCITCTT-Book,1.398601399,1.402761642,-35,0
O,BradleyHandITCTT-Bold,1.960784314,1.743291476,-52,-2
O,BrushScriptMT,1.550387597,1.403977306,-28,-1
O,BrushScriptStd,1.449275362,1.317108169,9,-9
O,Chalkboard,1.398601399,1.444606263,-49,2
O,ChalkboardSE-Regular,1.398601399,1.445019118,-71,2.5
O,Chalkduster,1.204819277,1.243826212,-41,-4.5
O,Champagne&Limousines,1.418439716,1.426650747,-21,1
O,ChaparralPro-Regular,1.503759398,1.51260868,-15,0.5
O,CharlemagneStd-Bold,1.360544218,1.305029995,4,1
O,Charter-Black,1.428571429,1.467157678,-48,0
O,Cochin,1.459854015,1.493294713,-40,0.5
O,ComicSansMS,1.307189542,1.274499992,-48,-1
O,CooperBlackStd,1.379310345,1.370519828,0,0.5
O,Copperplate,1.869158879,1.866773092,-44,0.5
O,CorsivaHebrew,1.315789474,1.357285039,11,0.5
O,Courier,1.652892562,1.704041755,-34,0
O,CourierNewPS-BoldMT,1.612903226,1.664818891,-43,0.5
O,CourierNewPSMT,1.666666667,1.72378469,-49,1
O,DINAlternate-Bold,1.379310345,1.40062026,-33,0
O,DINCondensed-Bold,1.379310345,1.40062026,-1,1
O,Damascus,1.315789474,1.357285039,17,0.5
O,DamascusBold,1.315789474,1.357285039,17,1
O,DamascusLight,1.315789474,1.357285039,17,0.5
O,DamascusMedium,1.315789474,1.357285039,17,1
O,DamascusSemiBold,1.315789474,1.357285039,17,1
O,DecoTypeNaskh,1.315789474,1.357285039,-64,0.5
O,DevanagariMT,1.449275362,1.484788007,-42,1.5
O,DevanagariSangamMN,1.398601399,1.450327477,-39,0.5
O,Didot,1.351351351,1.378915942,-34,1
O,DiwanKufi,1.315789474,1.357285039,-93,0.5
O,DiwanMishafi,1.315789474,1.357285039,-11,0.5
O,DiwanMishafiGold,1.315789474,1.357285039,-11,0.5
O,DiwanThuluth,1.315789474,1.357285039,-41,0.5
O,EuphemiaUCAS,1.257861635,1.292772758,-45,0.5
O,Farah,1.315789474,1.357285039,-7,0.5
O,Farisi,1.315789474,1.357285039,-54,0.5
O,Futura-Medium,1.282051282,1.29743116,-38,1
O,GB18030Bitmap,1.25,1.297086098,-51,0.5
O,GeezaPro,1.315789474,1.357285039,-26,0.5
O,Geneva,1.25,1.298598776,-35,1
O,Georgia,1.379310345,1.419786766,-35,0.5
O,GiddyupStd,1.492537313,1.357023159,9,-7.5
O,GillSans,1.428571429,1.437548279,-35,0.5
O,GujaratiMT,1.449275362,1.484788007,-39,1.5
O,GujaratiSangamMN,1.136363636,1.180331752,-28,0.5
O,GurmukhiMN,1.481481481,1.517378862,-48,0.5
O,GurmukhiSangamMN,1.398601399,1.450327477,-49,0.5
O,Helvetica,1.315789474,1.378190854,-12,0.5
O,HelveticaNeue,1.333333333,1.388134014,-37,1
O,Herculanum,1.851851852,1.610751794,-20,0
O,HiraKakuPro-W3,1.265822785,1.298314558,-17,0
O,HiraKakuProN-W3,1.265822785,1.298314558,-17,0
O,HiraKakuStd-W8,1.156069364,1.182450884,-15,0.5
O,HiraKakuStdN-W8,1.156069364,1.182450884,-15,0.5
O,HiraMaruPro-W4,1.234567901,1.260407766,-16,0
O,HiraMaruProN-W4,1.234567901,1.260407766,-16,0
O,HiraMinPro-W3,1.333333333,1.363849566,-15,0.5
O,HiraMinProN-W3,1.333333333,1.363849566,-15,0.5
O,HiraginoSans-W3,1.265822785,1.298314558,-17,0
O,HiraginoSansGB-W3,1.265822785,1.298314558,-17,0
O,HoboStd,1.162790698,1.186206022,-5,0.5
O,HoeflerText-Regular,1.379310345,1.394658692,-7,0.5
O,ITFDevanagari-Book,1.449275362,1.484788007,-60,1.5
O,ITFDevanagariMarathi-Book,1.449275362,1.484788007,-60,1.5
O,Impact,1.212121212,1.250172339,-31,0.5
O,InaiMathi,1.438848921,1.495677989,-32,0
O,IowanOldStyle-Black,1.360544218,1.389171953,-49,0.5
O,Kailasa,1.315789474,1.357285039,-19,0.5
O,KannadaMN,1.481481481,1.5168707,-39,0.5
O,KannadaSangamMN,1.398601399,1.450327477,-46,0.5
O,Kefa-Regular,1.459854015,1.46354013,-39,0.5
O,KhmerMN,1.652892562,1.700078846,-72,1
O,KhmerSangamMN,1.379310345,1.428489768,-66,-2
O,KohinoorBangla-Regular,1.388888889,1.410059006,-51,0.5
O,KohinoorDevanagari-Regular,1.388888889,1.410059006,-51,0.5
O,KohinoorTelugu-Regular,1.388888889,1.410059006,-51,0.5
O,Kokonor,1.438848921,1.370502132,-48,-9.5
O,KozGoPr6N-Regular,1.27388535,1.298494376,-18,1
O,KozGoPro-Regular,1.27388535,1.298494376,-18,1
O,KozMinPr6N-Regular,1.307189542,1.328869443,-21,0.5
O,KozMinPro-Regular,1.307189542,1.328869443,-21,0.5
O,Krungthep,1.342281879,1.336994856,-34,0.5
O,KufiStandardGK,1.315789474,1.357285039,-32,0.5
O,LaoMN,1.481481481,1.517378862,-39,0.5
O,LaoSangamMN,1.398601399,1.450327477,-50,0.5
O,LetterGothicStd,1.342281879,1.37754756,-6,0.5
O,LithosPro-Regular,1.360544218,1.37731798,-4,0.5
O,Lucida Bright Demibold,1.315789474,1.353740375,-33,0.5
O,Lucida Bright Demibold Italic,1.315789474,1.351518297,-33,6.5
O,Lucida Bright Italic,1.315789474,1.351297139,-33,6
O,Lucida Bright Regular,1.315789474,1.353377016,-33,0.5
O,Lucida Sans Demibold,1.315789474,1.357285039,-34,1
O,Lucida Sans Regular,1.315789474,1.357285039,-33,0.5
O,Lucida Sans Typewriter Bold,1.315789474,1.364795884,-34,0
O,Lucida Sans Typewriter Regular,1.315789474,1.364071561,-34,0
O,LucidaBright,1.315789474,1.353377016,-33,0.5
O,LucidaGrande,1.315789474,1.357285039,-35,0.5
O,LucidaSans,1.315789474,1.357285039,-33,0.5
O,Luminari-Regular,1.351351351,1.218172745,-23,0
O,MalayalamMN,1.481481481,1.517378862,-57,0.5
O,MalayalamSangamMN,1.398601399,1.450327477,-22,0.5
O,Marion-Regular,1.459854015,1.481397248,-8,0
O,MarkerFelt-Thin,1.19760479,1.175298302,-7,-0.5
O,Menlo-Regular,1.324503311,1.359633448,-30,0.5
O,MesquiteStd,1.307189542,1.303533068,-1,1
O,MicrosoftSansSerif,1.351351351,1.384324744,-31,0.5
O,MinionPro-Regular,1.481481481,1.504111734,-14,0
O,Monaco,1.25,1.297086098,-35,0.5
O,MonotypeGurmukhi,1.315789474,1.357285039,-22,0.5
O,Montserrat-Regular,1.398601399,1.421263326,-39,0.5
O,Mshtakan,1.449275362,1.484788007,-37,1.5
O,MshtakanBold,1.408450704,1.443884217,-34,0.5
O,MshtakanBoldOblique,1.428571429,1.460703649,-36,1
O,MshtakanOblique,1.470588235,1.503372519,-40,-4.5
O,Muna,1.315789474,1.357285039,-4,0.5
O,MunaBlack,1.315789474,1.357285039,-4,1
O,MunaBold,1.315789474,1.357285039,-4,1
O,MyanmarMN,1.481481481,1.517378862,-52,0.5
O,MyanmarSangamMN,1.398601399,1.450327477,-38,0.5
O,MyriadArabic-Regular,2.02020202,2.058044128,-43,0.5
O,MyriadHebrew-Regular,1.438848921,1.470704313,-14,0.5
O,MyriadPro-Regular,1.438848921,1.471506347,-14,0.5
O,Nadeem,1.315789474,1.357285039,-29,0.5
O,NewPeninimMT,1.315789474,1.357285039,-3,0.5
O,Noteworthy-Light,1.129943503,1.125474972,-51,2
O,NotoNastaliqUrdu,1.315789474,1.357285039,-163,0.5
O,NuevaStd-Cond,1.587301587,1.599716912,-11,0.5
O,OCRAStd,1.290322581,1.290004454,0,0.5
O,Optima-Regular,1.408450704,1.423112574,-35,0.5
O,OratorStd,1.459854015,1.481003851,-1,0.5
O,OriyaMN,1.481481481,1.517378862,-39,0.5
O,OriyaSangamMN,1.19760479,1.24021996,-35,0.5
O,PTMono-Regular,1.379310345,1.412577162,-29,0.5
O,PTSans-Regular,1.379310345,1.40528931,-30,0.5
O,PTSerif-Regular,1.379310345,1.395899657,-45,0.5
O,Palatino-Roman,1.388888889,1.408397709,-19,0.5
O,Papyrus,1.481481481,1.474158176,-42,0.5
O,Phosphate-Inline,1.428571429,1.487611505,-46,0
O,PingFangHK-Regular,1.351351351,1.391330364,-51,1
O,PingFangSC-Regular,1.351351351,1.391330364,-51,1
O,PingFangTC-Regular,1.351351351,1.391330364,-51,1
O,PlantagenetCherokee,1.428571429,1.431334656,-2,0.5
O,PoplarStd,1.324503311,1.335955608,-3,0.5
O,PrestigeEliteStd-Bd,1.6,1.642658376,-11,1
O,Raanana,1.449275362,1.484788007,-11,1.5
O,RaananaBold,1.408450704,1.443884217,-9,0.5
O,Roboto-Regular,1.369863014,1.392625746,-32,0.5
O,Rockwell-Regular,1.315789474,1.328011744,6,0
O,RosewoodStd-Regular,1.315789474,1.328300786,-15,-9.5
O,STHeitiSC-Medium,1.307189542,1.347612508,-5,0
O,STHeitiTC-Medium,1.307189542,1.347612508,-5,0
