letter,font,scale_y_letter,scale_y_font,scale_offset_y,scale_offset_x,score
F,PingFangHK-Regular,1.408450704,1.391330364,-47,-6,95.0
F,PingFangSC-Regular,1.408450704,1.391330364,-47,-6,95.0
F,PingFangTC-Regular,1.408450704,1.391330364,-47,-6,95.0
F,PlantagenetCherokee,1.459854015,1.431334656,-1,-1,106.0
F,PoplarStd,1.342281879,1.335955608,-2,0,124.0
F,PrestigeEliteStd-Bd,1.680672269,1.642658376,-7,3.5,110.0
F,Raanana,1.515151515,1.484788007,-6,0.5,89.0
F,RaananaBold,1.481481481,1.443884217,-3,2,108.0
F,Roboto-Regular,1.408450704,1.392625746,-29,-7,77.0
F,Rockwell-Regular,1.360544218,1.328011744,10,1,98.0
F,RosewoodStd-Regular,1.333333333,1.328300786,-14,-8.5,150.0
F,STHeitiSC-Medium,1.369863014,1.347612508,0,-6.5,73.0
F,STHeitiTC-Medium,1.369863014,1.347612508,0,-6.5,73.0
F,STIXGeneral-Regular,1.515151515,1.484381136,-56,0.5,88.0
F,STIXIntegralsD-Regular,1.388888889,1.357285039,-195,-6.5,65.0
F,STIXIntegralsSm-Regular,1.388888889,1.357285039,-42,-6.5,65.0
F,STIXIntegralsUp-Regular,1.388888889,1.357285039,-42,-6.5,65.0
F,STIXIntegralsUpD-Regular,1.388888889,1.357285039,-195,-6.5,65.0
F,STIXIntegralsUpSm-Regular,1.388888889,1.357285039,-42,-6.5,65.0
F,STIXNonUnicode-Regular,1.388888889,1.357285039,-96,-6.5,65.0
F,STIXSizeFiveSym-Regular,1.388888889,1.357285039,-30,-6.5,65.0
F,STIXSizeFourSym-Regular,1.388888889,1.357285039,-252,-6.5,65.0
F,STIXSizeOneSym-Regular,1.388888889,1.357285039,-115,-6.5,65.0
F,STIXSizeThreeSym-Regular,1.388888889,1.357285039,-252,-6.5,65.0
F,STIXSizeTwoSym-Regular,1.388888889,1.357285039,-183,-6.5,65.0
F,STIXVariants-Regular,1.388888889,1.357285039,-42,-6.5,65.0
F,STSong,1.587301587,1.529925851,-14,0.5,84.0
F,STSongti-SC-Regular,1.587301587,1.529925851,-45,1,86.0
F,Sana,1.388888889,1.357285039,-1,-6.5,65.0
F,Sathu,1.324503311,1.298598776,-17,-1.5,67.0
F,SavoyeLetPlain,1.503759398,1.471140498,-7,-3.5,146.0
F,Seravek,1.503759398,1.471667718,-35,-5,71.0
F,ShreeDev0714,1.360544218,1.344704084,-24,-9,84.0
F,SignPainter-HouseScript,1.6,1.56017636,-14,-19.5,130.0
F,Silom,1.342281879,1.336994856,-28,0.5,90.0
F,SinhalaMN,1.550387597,1.517378862,-34,-11.5,84.0
F,SinhalaSangamMN,1.470588235,1.450327477,-48,-3,86.0
F,Skia-Regular,1.538461538,1.501613838,-16,-9,78.0
F,SnellRoundhand,1.449275362,1.334622192,-28,-53.5,170.0
F,StencilStd,1.342281879,1.327682022,1,-3.5,123.0
F,SukhumvitSet-Medium,1.492537313,1.472849679,-62,-4.5,77.0
F,Superclarendon-Regular,1.351351351,1.330767393,-30,1,113.0
F,Symbol,1.388888889,1.357285039,6,-6.5,65.0
F,Tahoma,1.379310345,1.35818516,-36,-8,82.0
F,TamilMN,1.550387597,1.517378862,-34,-11.5,84.0
F,TamilSangamMN,1.470588235,1.450327477,-9,-3,86.0
F,TektonPro-Bold,1.515151515,1.50678574,-5,-4,90.0
F,TeluguMN,1.550387597,1.517378862,-34,-11.5,84.0
F,TeluguSangamMN,1.369863014,1.349660484,-33,-3.5,84.0
F,Thonburi,1.324503311,1.297495346,-40,-1.5,67.0
F,Times-Roman,1.515151515,1.484788007,-11,0.5,89.0
F,TimesNewRomanPS-BoldMT,1.515151515,1.482880242,-32,2,107.0
F,TimesNewRomanPSMT,1.515151515,1.482508729,-32,5,92.0
F,TrajanPro-Regular,1.307189542,1.281950371,4,-3,102.0
F,Trattatello,1.709401709,1.615598282,-91,11,187.0
F,Trebuchet-BoldItalic,1.398601399,1.37166371,-28,-8,105.0
F,TrebuchetMS,1.398601399,1.375560028,-29,-8.5,82.0
F,Verdana,1.379310345,1.35818516,-36,-11,86.0
F,Waseem,1.388888889,1.357285039,-20,-6.5,65.0
F,WaseemLight,1.388888889,1.357285039,-20,-6.5,65.0
F,Webdings,1.111111111,1.261447211,-51,0.5,206.0
F,Wingdings-Regular,2.631578947,1.469388249,28,0,172.0
F,Wingdings2,1.290322581,1.618312702,-42,0,153.0
F,Wingdings3,1.388888889,1.899762496,-76,0,218.0
F,Yantramanav-Regular,1.57480315,1.556239946,-45,-8,88.0
F,ZapfDingbatsITC,1.388888889,1.357285039,-10,-6.5,65.0
F,Zapfino,0.843881857,0.787688138,-50,-50.5,159.0
G,ACaslonPro-Regular,1.360544218,1.358742545,-4,-1.5,94.0
G,AGaramondPro-Regular,1.438848921,1.452846117,-10,-1,85.0
G,AdobeArabic-Regular,2.06185567,2.103309865,-62,-3,95.0
G,AdobeDevanagari-Regular,1.587301587,1.616004432,-21,-2.5,81.0
G,AdobeFanHeitiStd-Bold,1.282051282,1.294155249,-16,2.5,87.0
G,AdobeFangsongStd-Regular,1.307189542,1.32935918,-21,-1.5,78.0
G,AdobeGothicStd-Bold,1.27388535,1.289151574,-16,3.5,106.0
G,AdobeHebrew-Regular,1.449275362,1.469420142,-11,-3,86.0
G,AdobeHeitiStd-Regular,1.282051282,1.294155249,-16,2.5,87.0
G,AdobeKaitiStd-Regular,1.307189542,1.328869443,-21,-2,79.0
G,AdobeMingStd-Light,1.342281879,1.353526288,-21,-2.5,84.0
G,AdobeMyungjoStd-Medium,1.324503311,1.369850432,-25,-1.5,84.0
G,AdobeNaskh-Medium,2.083333333,2.10559556,-29,-2.5,89.0
G,AdobeSongStd-Light,1.526717557,1.551189852,-41,-2.5,101.0
G,AlBayan,1.315789474,1.357285039,-39,5.5,72.0
G,AlNile,1.315789474,1.357285039,-17,5.5,72.0
G,AlTarikh,1.315789474,1.357285039,20,5.5,72.0
G,AmericanTypewriter,1.408450704,1.449054543,-38,-3.5,112.0
G,AndaleMono,1.398601399,1.438215154,-34,2.5,85.0
G,Apple-Chancery,1.047120419,1.370502132,-129,-6.5,163.0
G,AppleBraille,1.242236025,1.297086098,-7,2.5,107.0
G,AppleColorEmoji,1.242236025,1.297086098,-35,2.5,107.0
G,AppleGothic,1.234567901,1.267837982,-17,4,76.0
G,AppleMyungjo,1.324503311,1.360017343,-23,-1,96.0
G,AppleSDGothicNeo-Regular,1.449275362,1.475586221,-23,3,72.0
G,AppleSymbols,1.754385965,1.830990553,-27,3,78.0
G,Arial-Black,1.351351351,1.382812535,-56,2,125.0
G,ArialHebrew,1.315789474,1.357285039,-3,5.5,72.0
G,ArialHebrewScholar,1.315789474,1.357285039,-3,5.5,72.0
G,ArialMT,1.351351351,1.384324744,-29,2,90.0
G,ArialNarrow,1.351351351,1.384324744,-33,1,82.0
G,ArialRoundedMTBold,1.351351351,1.359660112,-32,2,101.0
G,ArialUnicodeMS,1.351351351,1.384324744,-52,2.5,90.0
G,Athelas-Regular,1.481481481,1.482612102,-34,-2,82.0
G,Avenir-Black,1.342281879,1.402208199,-44,5,113.0
G,AvenirNext-Regular,1.342281879,1.402208199,-44,5.5,85.0
G,AvenirNextCondensed-Regular,1.360544218,1.404325479,-44,2.5,99.0
G,Ayuthaya,1.242236025,1.296293642,-44,2.5,107.0
G,Baghdad,1.315789474,1.357285039,-29,5.5,72.0
G,BanglaMN,1.298701299,1.331138612,-44,4,99.0
G,BanglaSangamMN,1.398601399,1.450327477,-22,5.5,88.0
G,Baskerville,1.459854015,1.465791626,-35,-3.5,101.0
G,Beirut,1.315789474,1.357285039,-8,5,92.0
G,BigCaslon-Medium,1.360544218,1.375987339,-30,1,107.0
G,BirchStd,1.342281879,1.342281879,0,-3.5,162.0
G,BlackoakStd,1.342281879,1.33292108,0,-3,205.0
G,BodoniOrnamentsITCTT,1.041666667,1.079973518,-22,1,201.0
G,BodoniSvtyTwoITCTT-Book,1.398601399,1.402761642,-35,-9,84.0
G,BodoniSvtyTwoOSITCTT-Book,1.398601399,1.402761642,-35,-9,84.0
G,BodoniSvtyTwoSCITCTT-Book,1.398601399,1.402761642,-35,-9,83.0
G,BradleyHandITCTT-Bold,1.428571429,1.743291476,-115,2.5,186.0
G,BrushScriptMT,1.092896175,1.403977306,-95,-17,171.0
G,BrushScriptStd,1.052631579,1.317108169,-59,-9,170.0
G,Chalkboard,1.428571429,1.444606263,-48,0.5,93.0
G,ChalkboardSE-Regular,1.428571429,1.445019118,-70,1,98.0
G,Chalkduster,1.265822785,1.243826212,-30,3.5,143.0
G,Champagne&Limousines,1.418439716,1.426650747,-21,1,70.0
G,ChaparralPro-Regular,1.503759398,1.51260868,-15,-0.5,78.0
G,CharlemagneStd-Bold,1.242236025,1.305029995,4,-2.5,103.0
G,Charter-Black,1.438848921,1.467157678,-47,-2,101.0
G,Cochin,1.459854015,1.493294713,-40,-6.5,110.0
G,ComicSansMS,1.25,1.274499992,-49,-1.5,112.0
G,CooperBlackStd,1.379310345,1.370519828,0,-1.5,127.0
G,Copperplate,1.869158879,1.866773092,-44,4.5,129.0
G,CorsivaHebrew,1.315789474,1.357285039,11,5.5,72.0
G,Courier,1.652892562,1.704041755,-34,-0.5,90.0
G,CourierNewPS-BoldMT,1.612903226,1.664818891,-43,-3.5,103.0
G,CourierNewPSMT,1.666666667,1.72378469,-49,-3.5,83.0
G,DINAlternate-Bold,1.379310345,1.40062026,-33,0,106.0
G,DINCondensed-Bold,1.379310345,1.40062026,-1,1,149.0
G,Damascus,1.315789474,1.357285039,17,5.5,72.0
G,DamascusBold,1.315789474,1.357285039,17,5,92.0
G,DamascusLight,1.315789474,1.357285039,17,5.5,72.0
G,DamascusMedium,1.315789474,1.357285039,17,5,92.0
G,DamascusSemiBold,1.315789474,1.357285039,17,5,92.0
G,DecoTypeNaskh,1.315789474,1.357285039,-64,5.5,72.0
G,DevanagariMT,1.459854015,1.484788007,-42,-0.5,94.0
G,DevanagariSangamMN,1.398601399,1.450327477,-39,5.5,88.0
G,Didot,1.351351351,1.378915942,-34,-7,89.0
G,DiwanKufi,1.315789474,1.357285039,-93,5.5,72.0
G,DiwanMishafi,1.315789474,1.357285039,-11,5.5,72.0
G,DiwanMishafiGold,1.315789474,1.357285039,-11,5.5,72.0
G,DiwanThuluth,1.315789474,1.357285039,-41,5.5,72.0
G,EuphemiaUCAS,1.257861635,1.292772758,-45,-3,70.0
G,Farah,1.315789474,1.357285039,-7,5.5,72.0
G,Farisi,1.315789474,1.357285039,-54,5.5,72.0
G,Futura-Medium,1.282051282,1.29743116,-38,0.5,95.0
G,GB18030Bitmap,1.242236025,1.297086098,-51,2.5,107.0
G,GeezaPro,1.315789474,1.357285039,-26,5.5,72.0
G,Geneva,1.25,1.298598776,-35,3,79.0
G,Georgia,1.379310345,1.419786766,-35,-3.5,89.0
G,GiddyupStd,1.408450704,1.357023159,8,-2,146.0
G,GillSans,1.428571429,1.437548279,-35,3.5,87.0
G,GujaratiMT,1.459854015,1.484788007,-39,-0.5,94.0
G,GujaratiSangamMN,1.136363636,1.180331752,-28,6.5,88.0
G,GurmukhiMN,1.481481481,1.517378862,-48,3.5,99.0
G,GurmukhiSangamMN,1.398601399,1.450327477,-49,5.5,88.0
G,Helvetica,1.324503311,1.378190854,-12,3.5,98.0
G,HelveticaNeue,1.333333333,1.388134014,-37,3.5,96.0
G,Herculanum,1.492537313,1.610751794,-54,-4,119.0
G,HiraKakuPro-W3,1.27388535,1.298314558,-16,2.5,73.0
G,HiraKakuProN-W3,1.27388535,1.298314558,-16,2.5,73.0
G,HiraKakuStd-W8,1.156069364,1.182450884,-15,1.5,111.0
G,HiraKakuStdN-W8,1.156069364,1.182450884,-15,1.5,111.0
G,HiraMaruPro-W4,1.234567901,1.260407766,-16,2,80.0
G,HiraMaruProN-W4,1.234567901,1.260407766,-16,2,80.0
G,HiraMinPro-W3,1.333333333,1.363849566,-15,-3,82.0
G,HiraMinProN-W3,1.333333333,1.363849566,-15,-3,82.0
G,HiraginoSans-W3,1.27388535,1.298314558,-16,2.5,73.0
G,HiraginoSansGB-W3,1.27388535,1.298314558,-16,2.5,73.0
G,HoboStd,1.162790698,1.186206022,-5,1.5,114.0
G,HoeflerText-Regular,1.379310345,1.394658692,-7,-4.5,107.0
G,ITFDevanagari-Book,1.459854015,1.484788007,-60,-0.5,94.0
G,ITFDevanagariMarathi-Book,1.459854015,1.484788007,-60,-0.5,94.0
G,Impact,1.212121212,1.250172339,-31,1,148.0
G,InaiMathi,1.438848921,1.495677989,-32,6,85.0
G,IowanOldStyle-Black,1.351351351,1.389171953,-49,0.5,114.0
G,Kailasa,1.315789474,1.357285039,-19,5.5,72.0
G,KannadaMN,1.481481481,1.5168707,-39,3.5,95.0
G,KannadaSangamMN,1.398601399,1.450327477,-46,5.5,88.0
G,Kefa-Regular,1.459854015,1.46354013,-39,-0.5,82.0
G,KhmerMN,1.652892562,1.700078846,-72,3,100.0
G,KhmerSangamMN,1.369863014,1.428489768,-66,-2.5,91.0
G,KohinoorBangla-Regular,1.388888889,1.410059006,-51,3,74.0
G,KohinoorDevanagari-Regular,1.388888889,1.410059006,-51,3,74.0
G,KohinoorTelugu-Regular,1.388888889,1.410059006,-51,3,74.0
G,Kokonor,1.047120419,1.370502132,-118,-6.5,163.0
G,KozGoPr6N-Regular,1.290322581,1.298494376,-17,3.5,73.0
G,KozGoPro-Regular,1.290322581,1.298494376,-17,3.5,73.0
G,KozMinPr6N-Regular,1.307189542,1.328869443,-21,-2,79.0
G,KozMinPro-Regular,1.307189542,1.328869443,-21,-2,79.0
G,Krungthep,1.342281879,1.336994856,-34,0.5,117.0
G,KufiStandardGK,1.315789474,1.357285039,-32,5.5,72.0
G,LaoMN,1.481481481,1.517378862,-39,3.5,99.0
G,LaoSangamMN,1.398601399,1.450327477,-50,5.5,88.0
G,LetterGothicStd,1.342281879,1.37754756,-6,-2.5,94.0
G,LithosPro-Regular,1.360544218,1.37731798,-4,4.5,97.0
G,Lucida Bright Demibold,1.315789474,1.353740375,-33,-2.5,90.0
G,Lucida Bright Demibold Italic,1.315789474,1.351518297,-33,7.5,104.0
G,Lucida Bright Italic,1.315789474,1.351297139,-33,7,100.0
G,Lucida Bright Regular,1.315789474,1.353377016,-33,-6,85.0
G,Lucida Sans Demibold,1.315789474,1.357285039,-34,5,92.0
G,Lucida Sans Regular,1.315789474,1.357285039,-33,5.5,72.0
G,Lucida Sans Typewriter Bold,1.315789474,1.364795884,-34,2.5,100.0
G,Lucida Sans Typewriter Regular,1.315789474,1.364071561,-34,2,86.0
G,LucidaBright,1.315789474,1.353377016,-33,-6,85.0
G,LucidaGrande,1.315789474,1.357285039,-35,5.5,72.0
G,LucidaSans,1.315789474,1.357285039,-33,5.5,72.0
G,Luminari-Regular,1.19760479,1.218172745,-24,-1,109.0
G,MalayalamMN,1.481481481,1.517378862,-57,3.5,99.0
G,MalayalamSangamMN,1.398601399,1.450327477,-22,5.5,88.0
G,Marion-Regular,1.449275362,1.481397248,-8,-7,98.0
G,MarkerFelt-Thin,1.19047619,1.175298302,-7,-3,168.0
G,Menlo-Regular,1.324503311,1.359633448,-30,2.5,92.0
G,MesquiteStd,1.307189542,1.303533068,-1,-3,176.0
G,MicrosoftSansSerif,1.351351351,1.384324744,-31,3,95.0
G,MinionPro-Regular,1.481481481,1.504111734,-14,-2.5,83.0
G,Monaco,1.242236025,1.297086098,-35,2.5,107.0
G,MonotypeGurmukhi,1.315789474,1.357285039,-22,5.5,72.0
G,Montserrat-Regular,1.398601399,1.421263326,-39,6.5,79.0
G,Mshtakan,1.459854015,1.484788007,-37,-0.5,94.0
G,MshtakanBold,1.418439716,1.443884217,-34,-1.5,101.0
G,MshtakanBoldOblique,1.428571429,1.460703649,-36,-0.5,103.0
G,MshtakanOblique,1.459854015,1.503372519,-40,-7,106.0
G,Muna,1.315789474,1.357285039,-4,5.5,72.0
G,MunaBlack,1.315789474,1.357285039,-4,5,92.0
G,MunaBold,1.315789474,1.357285039,-4,5,92.0
G,MyanmarMN,1.481481481,1.517378862,-52,3.5,99.0
G,MyanmarSangamMN,1.398601399,1.450327477,-38,5.5,88.0
G,MyriadArabic-Regular,2.040816327,2.058044128,-41,3.5,76.0
G,MyriadHebrew-Regular,1.449275362,1.470704313,-12,3.5,77.0
G,MyriadPro-Regular,1.449275362,1.471506347,-12,3.5,77.0
G,Nadeem,1.315789474,1.357285039,-29,5.5,72.0
G,NewPeninimMT,1.315789474,1.357285039,-3,5.5,72.0
G,Noteworthy-Light,1.142857143,1.125474972,-47,0.5,123.0
G,NotoNastaliqUrdu,1.315789474,1.357285039,-163,5.5,72.0
G,NuevaStd-Cond,1.587301587,1.599716912,-11,-3.5,123.0
G,OCRAStd,1.290322581,1.290004454,0,0.5,114.0
G,Optima-Regular,1.408450704,1.423112574,-35,2,87.0
G,OratorStd,1.459854015,1.481003851,-1,0.5,120.0
G,OriyaMN,1.481481481,1.517378862,-39,3.5,99.0
G,OriyaSangamMN,1.19760479,1.24021996,-35,6,89.0
G,PTMono-Regular,1.379310345,1.412577162,-29,2.5,88.0
G,PTSans-Regular,1.379310345,1.40528931,-30,0.5,82.0
G,PTSerif-Regular,1.379310345,1.395899657,-45,-4.5,75.0
G,Palatino-Roman,1.388888889,1.408397709,-19,1,95.0
G,Papyrus,1.481481481,1.474158176,-45,2.5,96.0
G,Phosphate-Inline,1.428571429,1.487611505,-46,0.5,132.0
G,PingFangHK-Regular,1.351351351,1.391330364,-51,3.5,89.0
G,PingFangSC-Regular,1.351351351,1.391330364,-51,3.5,89.0
G,PingFangTC-Regular,1.351351351,1.391330364,-51,3.5,89.0
G,PlantagenetCherokee,1.418439716,1.431334656,-3,-2.5,92.0
G,PoplarStd,1.324503311,1.335955608,-3,0,158.0
G,PrestigeEliteStd-Bd,1.6,1.642658376,-11,-5,90.0
G,Raanana,1.459854015,1.484788007,-11,-0.5,94.0
G,RaananaBold,1.418439716,1.443884217,-9,-1.5,101.0
G,Roboto-Regular,1.369863014,1.392625746,-32,2.5,82.0
G,Rockwell-Regular,1.315789474,1.328011744,6,0.5,109.0
G,RosewoodStd-Regular,1.315789474,1.328300786,-15,-12,144.0
G,STHeitiSC-Medium,1.307189542,1.347612508,-5,-1,110.0
G,STHeitiTC-Medium,1.307189542,1.347612508,-5,-1,110.0
G,STIXGeneral-Regular,1.449275362,1.484381136,-61,-2.5,95.0
G,STIXIntegralsD-Regular,1.315789474,1.357285039,-200,5.5,72.0
G,STIXIntegralsSm-Regular,1.315789474,1.357285039,-47,5.5,72.0
G,STIXIntegralsUp-Regular,1.315789474,1.357285039,-47,5.5,72.0
G,STIXIntegralsUpD-Regular,1.315789474,1.357285039,-200,5.5,72.0
G,STIXIntegralsUpSm-Regular,1.315789474,1.357285039,-47,5.5,72.0
G,STIXNonUnicode-Regular,1.315789474,1.357285039,-101,5.5,72.0
G,STIXSizeFiveSym-Regular,1.315789474,1.357285039,-35,5.5,72.0
G,STIXSizeFourSym-Regular,1.315789474,1.357285039,-257,5.5,72.0
G,STIXSizeOneSym-Regular,1.315789474,1.357285039,-120,5.5,72.0
G,STIXSizeThreeSym-Regular,1.315789474,1.357285039,-257,5.5,72.0
G,STIXSizeTwoSym-Regular,1.315789474,1.357285039,-188,5.5,72.0
G,STIXVariants-Regular,1.315789474,1.357285039,-47,5.5,72.0
G,STSong,1.538461538,1.529925851,-18,-4.5,109.0
G,STSongti-SC-Regular,1.538461538,1.529925851,-49,-4,109.0
G,Sana,1.315789474,1.357285039,-6,5.5,72.0
G,Sathu,1.25,1.298598776,-23,3,78.0
G,SavoyeLetPlain,1.176470588,1.471140498,-60,-1,151.0
G,Seravek,1.449275362,1.471667718,-39,5,74.0
G,ShreeDev0714,1.298701299,1.344704084,-29,2.5,88.0
G,SignPainter-HouseScript,1.5625,1.56017636,-15,-10.5,148.0
G,Silom,1.342281879,1.336994856,-28,0.5,116.0
G,SinhalaMN,1.481481481,1.517378862,-39,3.5,99.0
G,SinhalaSangamMN,1.398601399,1.450327477,-53,6.5,88.0
G,Skia-Regular,1.503759398,1.501613838,-18,3.5,85.0
G,SnellRoundhand,1.226993865,1.334622192,-30,-33,182.0
G,StencilStd,1.290322581,1.327682022,-3,1,115.0
G,SukhumvitSet-Medium,1.449275362,1.472849679,-65,4,82.0
G,Superclarendon-Regular,1.290322581,1.330767393,-35,-0.5,114.0
G,Symbol,1.315789474,1.357285039,1,5.5,72.0
G,Tahoma,1.333333333,1.35818516,-40,3,77.0
G,TamilMN,1.481481481,1.517378862,-39,3.5,99.0
G,TamilSangamMN,1.398601399,1.450327477,-14,5.5,88.0
G,TektonPro-Bold,1.470588235,1.50678574,-8,0.5,107.0
G,TeluguMN,1.481481481,1.517378862,-39,3.5,99.0
G,TeluguSangamMN,1.298701299,1.349660484,-38,6,90.0
G,Thonburi,1.242236025,1.297495346,-46,2.5,78.0
G,Times-Roman,1.459854015,1.484788007,-16,-0.5,94.0
G,TimesNewRomanPS-BoldMT,1.438848921,1.482880242,-37,-3.5,105.0
G,TimesNewRomanPSMT,1.449275362,1.482508729,-37,-3,93.0
G,TrajanPro-Regular,1.27388535,1.281950371,0,-1.5,82.0
G,Trattatello,1.739130435,1.615598282,-89,-2,116.0
G,Trebuchet-BoldItalic,1.351351351,1.37166371,-32,-1,98.0
G,TrebuchetMS,1.351351351,1.375560028,-33,5.5,80.0
G,Verdana,1.333333333,1.35818516,-40,2,84.0
G,Waseem,1.315789474,1.357285039,-25,5.5,72.0
G,WaseemLight,1.315789474,1.357285039,-25,5.5,72.0
G,Webdings,1.204819277,1.261447211,-51,0.5,177.0
G,Wingdings-Regular,1.298701299,1.469388249,-38,1,171.0
G,Wingdings2,1.290322581,1.618312702,-42,0,184.0
G,Wingdings3,1.388888889,1.899762496,-76,0,178.0
G,Yantramanav-Regular,1.526717557,1.556239946,-48,3,81.0
G,ZapfDingbatsITC,1.315789474,1.357285039,-15,5.5,72.0
G,Zapfino,0.566572238,0.787688138,-153,-35,205.0
H,ACaslonPro-Regular,1.398601399,1.358742545,0,1,89.0
H,AGaramondPro-Regular,1.503759398,1.452846117,-6,0.5,86.0
H,AdobeArabic-Regular,2.173913043,2.103309865,-57,1,92.0
H,AdobeDevanagari-Regular,1.666666667,1.616004432,-16,0.5,79.0
H,AdobeFanHeitiStd-Bold,1.307189542,1.294155249,-13,0.5,80.0
H,AdobeFangsongStd-Regular,1.360544218,1.32935918,-17,0,70.0
H,AdobeGothicStd-Bold,1.307189542,1.289151574,-13,0,96.0
H,AdobeHebrew-Regular,1.515151515,1.469420142,-6,0.5,83.0
H,AdobeHeitiStd-Regular,1.307189542,1.294155249,-13,0.5,80.0
H,AdobeKaitiStd-Regular,1.360544218,1.328869443,-17,0,74.0
H,AdobeMingStd-Light,1.369863014,1.353526288,-19,1,78.0
H,AdobeMyungjoStd-Medium,1.398601399,1.369850432,-20,0,74.0
H,AdobeNaskh-Medium,2.173913043,2.10559556,-24,0,95.0
H,AdobeSongStd-Light,1.6,1.551189852,-36,0.5,100.0
H,AlBayan,1.388888889,1.357285039,-34,1,64.0
H,AlNile,1.388888889,1.357285039,-12,1,64.0
H,AlTarikh,1.388888889,1.357285039,25,1,64.0
H,AmericanTypewriter,1.481481481,1.449054543,-33,1,100.0
H,AndaleMono,1.459854015,1.438215154,-30,0,110.0
H,Apple-Chancery,1.098901099,1.370502132,-57,-39,140.0
H,AppleBraille,1.324503311,1.297086098,-1,1,93.0
H,AppleColorEmoji,1.324503311,1.297086098,-29,1,93.0
H,AppleGothic,1.282051282,1.267837982,-13,0.5,65.0
H,AppleMyungjo,1.388888889,1.360017343,-18,0,80.0
H,AppleSDGothicNeo-Regular,1.492537313,1.475586221,-20,1,64.0
H,AppleSymbols,1.869158879,1.830990553,-21,1,68.0
H,Arial-Black,1.398601399,1.382812535,-52,0,127.0
H,ArialHebrew,1.388888889,1.357285039,2,1,64.0
H,ArialHebrewScholar,1.388888889,1.357285039,2,1,64.0
H,ArialMT,1.398601399,1.384324744,-25,0.5,73.0
H,ArialNarrow,1.398601399,1.384324744,-29,1.5,78.0
H,ArialRoundedMTBold,1.351351351,1.359660112,-32,0,90.0
H,ArialUnicodeMS,1.398601399,1.384324744,-48,0.5,73.0
H,Athelas-Regular,1.526717557,1.482612102,-32,1,76.0
H,Avenir-Black,1.418439716,1.402208199,-39,0,100.0
H,AvenirNext-Regular,1.418439716,1.402208199,-39,1,64.0
H,AvenirNextCondensed-Regular,1.418439716,1.404325479,-40,1,92.0
H,Ayuthaya,1.324503311,1.296293642,-38,1,93.0
H,Baghdad,1.388888889,1.357285039,-24,1,64.0
H,BanglaMN,1.360544218,1.331138612,-39,1,80.0
H,BanglaSangamMN,1.470588235,1.450327477,-17,0.5,65.0
H,Baskerville,1.515151515,1.465791626,-31,1,83.0
H,Beirut,1.388888889,1.357285039,-3,1,87.0
H,BigCaslon-Medium,1.398601399,1.375987339,-28,1.5,100.0
H,BirchStd,1.342281879,1.342281879,0,0.5,189.0
H,BlackoakStd,1.342281879,1.33292108,0,1,207.0
H,BodoniOrnamentsITCTT,1.052631579,1.079973518,-27,1,205.0
H,BodoniSvtyTwoITCTT-Book,1.438848921,1.402761642,-32,0.5,78.0
H,BodoniSvtyTwoOSITCTT-Book,1.438848921,1.402761642,-32,0.5,78.0
H,BodoniSvtyTwoSCITCTT-Book,1.438848921,1.402761642,-32,0.5,78.0
H,BradleyHandITCTT-Bold,1.652892562,1.743291476,-70,-21.5,169.0
H,BrushScriptMT,1.503759398,1.403977306,-30,1,159.0
H,BrushScriptStd,1.388888889,1.317108169,3,-18,163.0
H,Chalkboard,1.449275362,1.444606263,-46,-4,92.0
H,ChalkboardSE-Regular,1.449275362,1.445019118,-68,-3,95.0
H,Chalkduster,1.265822785,1.243826212,-31,4,129.0
H,Champagne&Limousines,1.449275362,1.426650747,-18,0.5,63.0
H,ChaparralPro-Regular,1.538461538,1.51260868,-13,0.5,80.0
H,CharlemagneStd-Bold,1.418439716,1.305029995,8,0,100.0
H,Charter-Black,1.492537313,1.467157678,-43,1.5,119.0
H,Cochin,1.526717557,1.493294713,-36,0.5,94.0
H,ComicSansMS,1.25,1.274499992,-51,-2,79.0
H,CooperBlackStd,1.379310345,1.370519828,1,0.5,137.0
H,Copperplate,1.904761905,1.866773092,-42,0.5,145.0
H,CorsivaHebrew,1.388888889,1.357285039,16,1,64.0
H,Courier,1.739130435,1.704041755,-28,0,101.0
H,CourierNewPS-BoldMT,1.694915254,1.664818891,-38,-0.5,114.0
H,CourierNewPSMT,1.754385965,1.72378469,-43,-0.5,80.0
H,DINAlternate-Bold,1.408450704,1.40062026,-31,0.5,83.0
H,DINCondensed-Bold,1.408450704,1.40062026,1,1,167.0
H,Damascus,1.388888889,1.357285039,22,1,64.0
H,DamascusBold,1.388888889,1.357285039,22,1,87.0
H,DamascusLight,1.388888889,1.357285039,22,1,64.0
H,DamascusMedium,1.388888889,1.357285039,22,1,87.0
H,DamascusSemiBold,1.388888889,1.357285039,22,1,87.0
H,DecoTypeNaskh,1.388888889,1.357285039,-59,1,64.0
H,DevanagariMT,1.515151515,1.484788007,-37,1.5,78.0
H,DevanagariSangamMN,1.470588235,1.450327477,-34,0.5,65.0
H,Didot,1.408450704,1.378915942,-29,0,73.0
H,DiwanKufi,1.388888889,1.357285039,-88,1,64.0
H,DiwanMishafi,1.388888889,1.357285039,-6,1,64.0
H,DiwanMishafiGold,1.388888889,1.357285039,-6,1,64.0
H,DiwanThuluth,1.388888889,1.357285039,-36,1,64.0
H,EuphemiaUCAS,1.315789474,1.292772758,-41,0.5,63.0
H,Farah,1.388888889,1.357285039,-2,1,64.0
